Date,Movie,Chain,Screenings,Screen_Share(%)
2023년 12월 13일(Wed),뽀로로 극장판 슈퍼스타 대모험,씨네Q,4,2.1%
2023년 12월 14일(Thu),서울의 봄,CGV,3317,47.8%
2023년 12월 14일(Thu),서울의 봄,롯데시네마,2044,47.6%
2023년 12월 14일(Thu),서울의 봄,메가박스,1784,51.9%
2023년 12월 14일(Thu),서울의 봄,씨네Q,104,53.6%
2023년 12월 14일(Thu),3일의 휴가,CGV,871,12.6%
2023년 12월 14일(Thu),3일의 휴가,롯데시네마,525,12.2%
2023년 12월 14일(Thu),3일의 휴가,메가박스,341,9.9%
2023년 12월 14일(Thu),3일의 휴가,씨네Q,25,12.9%
2023년 12월 14일(Thu),쏘우 X,CGV,530,7.6%
2023년 12월 14일(Thu),쏘우 X,롯데시네마,320,7.5%
2023년 12월 14일(Thu),쏘우 X,메가박스,331,9.6%
2023년 12월 14일(Thu),쏘우 X,씨네Q,10,5.2%
2023년 12월 14일(Thu),나폴레옹,CGV,385,5.6%
2023년 12월 14일(Thu),나폴레옹,롯데시네마,235,5.5%
2023년 12월 14일(Thu),나폴레옹,메가박스,143,4.2%
2023년 12월 14일(Thu),나폴레옹,씨네Q,9,4.6%
2023년 12월 14일(Thu),뽀로로 극장판 슈퍼스타 대모험,CGV,308,4.4%
2023년 12월 14일(Thu),뽀로로 극장판 슈퍼스타 대모험,롯데시네마,196,4.6%
2023년 12월 14일(Thu),뽀로로 극장판 슈퍼스타 대모험,메가박스,149,4.3%
2023년 12월 14일(Thu),뽀로로 극장판 슈퍼스타 대모험,씨네Q,7,3.6%
2023년 12월 15일(Fri),서울의 봄,CGV,3672,50.1%
2023년 12월 15일(Fri),서울의 봄,롯데시네마,2130,47.5%
2023년 12월 15일(Fri),서울의 봄,메가박스,1958,52.8%
2023년 12월 15일(Fri),서울의 봄,씨네Q,112,53.6%
2023년 12월 15일(Fri),3일의 휴가,CGV,898,12.3%
2023년 12월 15일(Fri),3일의 휴가,롯데시네마,548,12.2%
2023년 12월 15일(Fri),3일의 휴가,메가박스,375,10.1%
2023년 12월 15일(Fri),3일의 휴가,씨네Q,25,12.0%
2023년 12월 15일(Fri),쏘우 X,CGV,484,6.6%
2023년 12월 15일(Fri),쏘우 X,롯데시네마,321,7.2%
2023년 12월 15일(Fri),쏘우 X,메가박스,327,8.8%
2023년 12월 15일(Fri),쏘우 X,씨네Q,10,4.8%
2023년 12월 15일(Fri),나폴레옹,CGV,384,5.2%
2023년 12월 15일(Fri),나폴레옹,롯데시네마,240,5.4%
2023년 12월 15일(Fri),나폴레옹,메가박스,152,4.1%
2023년 12월 15일(Fri),나폴레옹,씨네Q,10,4.8%
2023년 12월 15일(Fri),뽀로로 극장판 슈퍼스타 대모험,CGV,319,4.4%
2023년 12월 15일(Fri),뽀로로 극장판 슈퍼스타 대모험,롯데시네마,198,4.4%
2023년 12월 15일(Fri),뽀로로 극장판 슈퍼스타 대모험,메가박스,152,4.1%
2023년 12월 15일(Fri),뽀로로 극장판 슈퍼스타 대모험,씨네Q,3,1.4%
2023년 12월 16일(Sat),서울의 봄,CGV,4066,52.5%
2023년 12월 16일(Sat),서울의 봄,롯데시네마,2491,51.3%
2023년 12월 16일(Sat),서울의 봄,메가박스,2219,55.4%
2023년 12월 16일(Sat),서울의 봄,씨네Q,128,54.5%
2023년 12월 16일(Sat),3일의 휴가,CGV,869,11.2%
2023년 12월 16일(Sat),3일의 휴가,롯데시네마,581,12.0%
2023년 12월 16일(Sat),3일의 휴가,메가박스,359,9.0%
2023년 12월 16일(Sat),3일의 휴가,씨네Q,24,10.2%
2023년 12월 16일(Sat),뽀로로 극장판 슈퍼스타 대모험,CGV,708,9.1%
2023년 12월 16일(Sat),뽀로로 극장판 슈퍼스타 대모험,롯데시네마,442,9.1%
2023년 12월 16일(Sat),뽀로로 극장판 슈퍼스타 대모험,메가박스,292,7.3%
2023년 12월 16일(Sat),뽀로로 극장판 슈퍼스타 대모험,씨네Q,22,9.4%
2023년 12월 16일(Sat),쏘우 X,CGV,347,4.5%
2023년 12월 16일(Sat),쏘우 X,롯데시네마,214,4.4%
2023년 12월 16일(Sat),쏘우 X,메가박스,257,6.4%
2023년 12월 16일(Sat),쏘우 X,씨네Q,10,4.3%
2023년 12월 16일(Sat),나폴레옹,CGV,264,3.4%
2023년 12월 16일(Sat),나폴레옹,롯데시네마,174,3.6%
2023년 12월 16일(Sat),나폴레옹,메가박스,136,3.4%
2023년 12월 16일(Sat),나폴레옹,씨네Q,7,3.0%
2023년 12월 17일(Sun),서울의 봄,CGV,3936,52.2%
2023년 12월 17일(Sun),서울의 봄,롯데시네마,2336,50.3%
2023년 12월 17일(Sun),서울의 봄,메가박스,2159,54.8%
2023년 12월 17일(Sun),서울의 봄,씨네Q,127,53.8%
2023년 12월 17일(Sun),3일의 휴가,CGV,832,11.0%
2023년 12월 17일(Sun),3일의 휴가,롯데시네마,538,11.6%
2023년 12월 17일(Sun),3일의 휴가,메가박스,360,9.1%
2023년 12월 17일(Sun),3일의 휴가,씨네Q,24,10.2%
2023년 12월 17일(Sun),뽀로로 극장판 슈퍼스타 대모험,CGV,714,9.5%
2023년 12월 17일(Sun),뽀로로 극장판 슈퍼스타 대모험,롯데시네마,457,9.8%
2023년 12월 17일(Sun),뽀로로 극장판 슈퍼스타 대모험,메가박스,296,7.5%
2023년 12월 17일(Sun),뽀로로 극장판 슈퍼스타 대모험,씨네Q,21,8.9%
2023년 12월 17일(Sun),쏘우 X,CGV,314,4.2%
2023년 12월 17일(Sun),쏘우 X,롯데시네마,203,4.4%
2023년 12월 17일(Sun),쏘우 X,메가박스,246,6.2%
2023년 12월 17일(Sun),쏘우 X,씨네Q,8,3.4%
2023년 12월 17일(Sun),괴물,CGV,396,5.3%
2023년 12월 17일(Sun),괴물,롯데시네마,57,1.2%
2023년 12월 17일(Sun),괴물,메가박스,140,3.6%
2023년 12월 17일(Sun),괴물,씨네Q,2,0.8%
2023년 12월 18일(Mon),서울의 봄,CGV,3518,52.9%
2023년 12월 18일(Mon),서울의 봄,롯데시네마,2136,50.9%
2023년 12월 18일(Mon),서울의 봄,메가박스,1876,54.8%
2023년 12월 18일(Mon),서울의 봄,씨네Q,91,60.3%
2023년 12월 18일(Mon),3일의 휴가,CGV,851,12.8%
2023년 12월 18일(Mon),3일의 휴가,롯데시네마,560,13.3%
2023년 12월 18일(Mon),3일의 휴가,메가박스,380,11.1%
2023년 12월 18일(Mon),3일의 휴가,씨네Q,17,11.3%
2023년 12월 18일(Mon),쏘우 X,CGV,348,5.2%
2023년 12월 18일(Mon),쏘우 X,롯데시네마,223,5.3%
2023년 12월 18일(Mon),쏘우 X,메가박스,231,6.8%
2023년 12월 18일(Mon),쏘우 X,씨네Q,7,4.6%
2023년 12월 18일(Mon),나폴레옹,CGV,294,4.4%
2023년 12월 18일(Mon),나폴레옹,롯데시네마,210,5.0%
2023년 12월 18일(Mon),나폴레옹,메가박스,147,4.3%
2023년 12월 18일(Mon),나폴레옹,씨네Q,3,2.0%
2023년 12월 18일(Mon),괴물,CGV,435,6.5%
2023년 12월 18일(Mon),괴물,롯데시네마,68,1.6%
2023년 12월 18일(Mon),괴물,메가박스,136,4.0%
2023년 12월 18일(Mon),괴물,씨네Q,2,1.3%
2023년 12월 19일(Tue),서울의 봄,CGV,3495,51.7%
2023년 12월 19일(Tue),서울의 봄,롯데시네마,2138,50.4%
2023년 12월 19일(Tue),서울의 봄,메가박스,1861,54.9%
2023년 12월 19일(Tue),서울의 봄,씨네Q,89,53.6%
2023년 12월 19일(Tue),3일의 휴가,CGV,874,12.9%
2023년 12월 19일(Tue),3일의 휴가,롯데시네마,574,13.5%
2023년 12월 19일(Tue),3일의 휴가,메가박스,361,10.7%
2023년 12월 19일(Tue),3일의 휴가,씨네Q,26,15.7%
2023년 12월 19일(Tue),쏘우 X,CGV,354,5.2%
2023년 12월 19일(Tue),쏘우 X,롯데시네마,230,5.4%
2023년 12월 19일(Tue),쏘우 X,메가박스,208,6.1%
2023년 12월 19일(Tue),쏘우 X,씨네Q,8,4.8%
2023년 12월 19일(Tue),나폴레옹,CGV,294,4.4%
2023년 12월 19일(Tue),나폴레옹,롯데시네마,216,5.1%
2023년 12월 19일(Tue),나폴레옹,메가박스,137,4.0%
2023년 12월 19일(Tue),나폴레옹,씨네Q,7,4.2%
2023년 12월 19일(Tue),괴물,CGV,432,6.4%
2023년 12월 19일(Tue),괴물,롯데시네마,67,1.6%
2023년 12월 19일(Tue),괴물,메가박스,140,4.1%
2023년 12월 19일(Tue),괴물,씨네Q,2,1.2%
2023년 12월 20일(Wed),노량: 죽음의 바다,CGV,3414,47.8%
2023년 12월 20일(Wed),노량: 죽음의 바다,롯데시네마,2340,52.8%
2023년 12월 20일(Wed),노량: 죽음의 바다,메가박스,1619,44.0%
2023년 12월 20일(Wed),노량: 죽음의 바다,씨네Q,94,45.0%
2023년 12월 20일(Wed),서울의 봄,CGV,1516,21.2%
2023년 12월 20일(Wed),서울의 봄,롯데시네마,839,18.9%
2023년 12월 20일(Wed),서울의 봄,메가박스,1025,27.8%
2023년 12월 20일(Wed),서울의 봄,씨네Q,41,19.6%
2023년 12월 20일(Wed),아쿠아맨과 로스트 킹덤,CGV,1303,18.2%
2023년 12월 20일(Wed),아쿠아맨과 로스트 킹덤,롯데시네마,661,14.9%
2023년 12월 20일(Wed),아쿠아맨과 로스트 킹덤,메가박스,654,17.8%
2023년 12월 20일(Wed),아쿠아맨과 로스트 킹덤,씨네Q,38,18.2%
2023년 12월 20일(Wed),트롤: 밴드 투게더,CGV,257,3.6%
2023년 12월 20일(Wed),트롤: 밴드 투게더,롯데시네마,266,6.0%
2023년 12월 20일(Wed),트롤: 밴드 투게더,메가박스,209,5.7%
2023년 12월 20일(Wed),트롤: 밴드 투게더,씨네Q,13,6.2%
2023년 12월 20일(Wed),뽀로로 극장판 슈퍼스타 대모험,CGV,159,2.2%
2023년 12월 20일(Wed),뽀로로 극장판 슈퍼스타 대모험,롯데시네마,114,2.6%
2023년 12월 20일(Wed),뽀로로 극장판 슈퍼스타 대모험,메가박스,31,0.8%
2023년 12월 20일(Wed),뽀로로 극장판 슈퍼스타 대모험,씨네Q,2,1.0%
2023년 12월 21일(Thu),노량: 죽음의 바다,CGV,3286,46.8%
2023년 12월 21일(Thu),노량: 죽음의 바다,롯데시네마,2269,51.9%
2023년 12월 21일(Thu),노량: 죽음의 바다,메가박스,1606,44.5%
2023년 12월 21일(Thu),노량: 죽음의 바다,씨네Q,95,46.6%
2023년 12월 21일(Thu),서울의 봄,CGV,1574,22.4%
2023년 12월 21일(Thu),서울의 봄,롯데시네마,902,20.6%
2023년 12월 21일(Thu),서울의 봄,메가박스,1039,28.8%
2023년 12월 21일(Thu),서울의 봄,씨네Q,41,20.1%
2023년 12월 21일(Thu),아쿠아맨과 로스트 킹덤,CGV,1263,18.0%
2023년 12월 21일(Thu),아쿠아맨과 로스트 킹덤,롯데시네마,651,14.9%
2023년 12월 21일(Thu),아쿠아맨과 로스트 킹덤,메가박스,613,17.0%
2023년 12월 21일(Thu),아쿠아맨과 로스트 킹덤,씨네Q,36,17.6%
2023년 12월 21일(Thu),트롤: 밴드 투게더,CGV,235,3.3%
2023년 12월 21일(Thu),트롤: 밴드 투게더,롯데시네마,236,5.4%
2023년 12월 21일(Thu),트롤: 밴드 투게더,메가박스,197,5.5%
2023년 12월 21일(Thu),트롤: 밴드 투게더,씨네Q,12,5.9%
2023년 12월 21일(Thu),3일의 휴가,CGV,132,1.9%
2023년 12월 21일(Thu),3일의 휴가,롯데시네마,108,2.5%
2023년 12월 21일(Thu),3일의 휴가,메가박스,23,0.6%
2023년 12월 21일(Thu),3일의 휴가,씨네Q,6,2.9%
2023년 12월 22일(Fri),노량: 죽음의 바다,CGV,3067,40.4%
2023년 12월 22일(Fri),노량: 죽음의 바다,롯데시네마,2381,49.1%
2023년 12월 22일(Fri),노량: 죽음의 바다,메가박스,1625,41.7%
2023년 12월 22일(Fri),노량: 죽음의 바다,씨네Q,97,45.5%
2023년 12월 22일(Fri),서울의 봄,CGV,1871,24.6%
2023년 12월 22일(Fri),서울의 봄,롯데시네마,957,19.7%
2023년 12월 22일(Fri),서울의 봄,메가박스,1084,27.8%
2023년 12월 22일(Fri),서울의 봄,씨네Q,42,19.7%
2023년 12월 22일(Fri),아쿠아맨과 로스트 킹덤,CGV,1161,15.3%
2023년 12월 22일(Fri),아쿠아맨과 로스트 킹덤,롯데시네마,545,11.2%
2023년 12월 22일(Fri),아쿠아맨과 로스트 킹덤,메가박스,599,15.4%
2023년 12월 22일(Fri),아쿠아맨과 로스트 킹덤,씨네Q,33,15.5%
2023년 12월 22일(Fri),신차원! 짱구는 못말려 더 무비 초능력 대결전 ~날아라 수제김밥~,CGV,624,8.2%
2023년 12월 22일(Fri),신차원! 짱구는 못말려 더 무비 초능력 대결전 ~날아라 수제김밥~,롯데시네마,472,9.7%
2023년 12월 22일(Fri),신차원! 짱구는 못말려 더 무비 초능력 대결전 ~날아라 수제김밥~,메가박스,269,6.9%
2023년 12월 22일(Fri),신차원! 짱구는 못말려 더 무비 초능력 대결전 ~날아라 수제김밥~,씨네Q,14,6.6%
2023년 12월 22일(Fri),트롤: 밴드 투게더,CGV,226,3.0%
2023년 12월 22일(Fri),트롤: 밴드 투게더,롯데시네마,239,4.9%
2023년 12월 22일(Fri),트롤: 밴드 투게더,메가박스,178,4.6%
2023년 12월 22일(Fri),트롤: 밴드 투게더,씨네Q,14,6.6%
2023년 12월 23일(Sat),노량: 죽음의 바다,CGV,3003,36.4%
2023년 12월 23일(Sat),노량: 죽음의 바다,롯데시네마,2278,42.2%
2023년 12월 23일(Sat),노량: 죽음의 바다,메가박스,1718,39.7%
2023년 12월 23일(Sat),노량: 죽음의 바다,씨네Q,104,41.1%
2023년 12월 23일(Sat),서울의 봄,CGV,2076,25.1%
2023년 12월 23일(Sat),서울의 봄,롯데시네마,1236,22.9%
2023년 12월 23일(Sat),서울의 봄,메가박스,1181,27.3%
2023년 12월 23일(Sat),서울의 봄,씨네Q,56,22.1%
2023년 12월 23일(Sat),아쿠아맨과 로스트 킹덤,CGV,1093,13.2%
2023년 12월 23일(Sat),아쿠아맨과 로스트 킹덤,롯데시네마,481,8.9%
2023년 12월 23일(Sat),아쿠아맨과 로스트 킹덤,메가박스,541,12.5%
2023년 12월 23일(Sat),아쿠아맨과 로스트 킹덤,씨네Q,34,13.4%
2023년 12월 23일(Sat),신차원! 짱구는 못말려 더 무비 초능력 대결전 ~날아라 수제김밥~,CGV,769,9.3%
2023년 12월 23일(Sat),신차원! 짱구는 못말려 더 무비 초능력 대결전 ~날아라 수제김밥~,롯데시네마,559,10.3%
2023년 12월 23일(Sat),신차원! 짱구는 못말려 더 무비 초능력 대결전 ~날아라 수제김밥~,메가박스,350,8.1%
2023년 12월 23일(Sat),신차원! 짱구는 못말려 더 무비 초능력 대결전 ~날아라 수제김밥~,씨네Q,19,7.5%
2023년 12월 23일(Sat),트롤: 밴드 투게더,CGV,443,5.4%
2023년 12월 23일(Sat),트롤: 밴드 투게더,롯데시네마,336,6.2%
2023년 12월 23일(Sat),트롤: 밴드 투게더,메가박스,286,6.6%
2023년 12월 23일(Sat),트롤: 밴드 투게더,씨네Q,19,7.5%
2023년 12월 24일(Sun),노량: 죽음의 바다,CGV,2943,35.5%
2023년 12월 24일(Sun),노량: 죽음의 바다,롯데시네마,2242,41.3%
2023년 12월 24일(Sun),노량: 죽음의 바다,메가박스,1672,38.1%
2023년 12월 24일(Sun),노량: 죽음의 바다,씨네Q,108,41.7%
2023년 12월 24일(Sun),서울의 봄,CGV,2149,25.9%
2023년 12월 24일(Sun),서울의 봄,롯데시네마,1270,23.4%
2023년 12월 24일(Sun),서울의 봄,메가박스,1235,28.1%
2023년 12월 24일(Sun),서울의 봄,씨네Q,59,22.8%
2023년 12월 24일(Sun),아쿠아맨과 로스트 킹덤,CGV,1070,12.9%
2023년 12월 24일(Sun),아쿠아맨과 로스트 킹덤,롯데시네마,478,8.8%
2023년 12월 24일(Sun),아쿠아맨과 로스트 킹덤,메가박스,539,12.3%
2023년 12월 24일(Sun),아쿠아맨과 로스트 킹덤,씨네Q,34,13.1%
2023년 12월 24일(Sun),신차원! 짱구는 못말려 더 무비 초능력 대결전 ~날아라 수제김밥~,CGV,768,9.3%
2023년 12월 24일(Sun),신차원! 짱구는 못말려 더 무비 초능력 대결전 ~날아라 수제김밥~,롯데시네마,567,10.4%
2023년 12월 24일(Sun),신차원! 짱구는 못말려 더 무비 초능력 대결전 ~날아라 수제김밥~,메가박스,367,8.4%
2023년 12월 24일(Sun),신차원! 짱구는 못말려 더 무비 초능력 대결전 ~날아라 수제김밥~,씨네Q,19,7.3%
2023년 12월 24일(Sun),트롤: 밴드 투게더,CGV,473,5.7%
2023년 12월 24일(Sun),트롤: 밴드 투게더,롯데시네마,357,6.6%
2023년 12월 24일(Sun),트롤: 밴드 투게더,메가박스,299,6.8%
2023년 12월 24일(Sun),트롤: 밴드 투게더,씨네Q,18,6.9%
2023년 12월 25일(Mon),노량: 죽음의 바다,CGV,2803,34.7%
2023년 12월 25일(Mon),노량: 죽음의 바다,롯데시네마,2001,39.3%
2023년 12월 25일(Mon),노량: 죽음의 바다,메가박스,1600,37.5%
2023년 12월 25일(Mon),노량: 죽음의 바다,씨네Q,105,41.8%
2023년 12월 25일(Mon),서울의 봄,CGV,2079,25.7%
2023년 12월 25일(Mon),서울의 봄,롯데시네마,1197,23.5%
2023년 12월 25일(Mon),서울의 봄,메가박스,1202,28.2%
2023년 12월 25일(Mon),서울의 봄,씨네Q,56,22.3%
2023년 12월 25일(Mon),아쿠아맨과 로스트 킹덤,CGV,1004,12.4%
2023년 12월 25일(Mon),아쿠아맨과 로스트 킹덤,롯데시네마,428,8.4%
2023년 12월 25일(Mon),아쿠아맨과 로스트 킹덤,메가박스,510,12.0%
2023년 12월 25일(Mon),아쿠아맨과 로스트 킹덤,씨네Q,32,12.7%
2023년 12월 25일(Mon),신차원! 짱구는 못말려 더 무비 초능력 대결전 ~날아라 수제김밥~,CGV,811,10.0%
2023년 12월 25일(Mon),신차원! 짱구는 못말려 더 무비 초능력 대결전 ~날아라 수제김밥~,롯데시네마,567,11.1%
2023년 12월 25일(Mon),신차원! 짱구는 못말려 더 무비 초능력 대결전 ~날아라 수제김밥~,메가박스,365,8.6%
2023년 12월 25일(Mon),신차원! 짱구는 못말려 더 무비 초능력 대결전 ~날아라 수제김밥~,씨네Q,20,8.0%
2023년 12월 25일(Mon),트롤: 밴드 투게더,CGV,508,6.3%
2023년 12월 25일(Mon),트롤: 밴드 투게더,롯데시네마,376,7.4%
2023년 12월 25일(Mon),트롤: 밴드 투게더,메가박스,318,7.5%
2023년 12월 25일(Mon),트롤: 밴드 투게더,씨네Q,22,8.8%
2023년 12월 26일(Tue),노량: 죽음의 바다,CGV,2661,36.3%
2023년 12월 26일(Tue),노량: 죽음의 바다,롯데시네마,1984,43.1%
2023년 12월 26일(Tue),노량: 죽음의 바다,메가박스,1462,38.8%
2023년 12월 26일(Tue),노량: 죽음의 바다,씨네Q,76,39.0%
2023년 12월 26일(Tue),서울의 봄,CGV,2006,27.4%
2023년 12월 26일(Tue),서울의 봄,롯데시네마,1110,24.1%
2023년 12월 26일(Tue),서울의 봄,메가박스,1134,30.1%
2023년 12월 26일(Tue),서울의 봄,씨네Q,55,28.2%
2023년 12월 26일(Tue),아쿠아맨과 로스트 킹덤,CGV,984,13.4%
2023년 12월 26일(Tue),아쿠아맨과 로스트 킹덤,롯데시네마,495,10.7%
2023년 12월 26일(Tue),아쿠아맨과 로스트 킹덤,메가박스,508,13.5%
2023년 12월 26일(Tue),아쿠아맨과 로스트 킹덤,씨네Q,25,12.8%
2023년 12월 26일(Tue),신차원! 짱구는 못말려 더 무비 초능력 대결전 ~날아라 수제김밥~,CGV,590,8.0%
2023년 12월 26일(Tue),신차원! 짱구는 못말려 더 무비 초능력 대결전 ~날아라 수제김밥~,롯데시네마,462,10.0%
2023년 12월 26일(Tue),신차원! 짱구는 못말려 더 무비 초능력 대결전 ~날아라 수제김밥~,메가박스,265,7.0%
2023년 12월 26일(Tue),신차원! 짱구는 못말려 더 무비 초능력 대결전 ~날아라 수제김밥~,씨네Q,13,6.7%
2023년 12월 26일(Tue),트롤: 밴드 투게더,CGV,298,4.1%
2023년 12월 26일(Tue),트롤: 밴드 투게더,롯데시네마,246,5.3%
2023년 12월 26일(Tue),트롤: 밴드 투게더,메가박스,198,5.3%
2023년 12월 26일(Tue),트롤: 밴드 투게더,씨네Q,11,5.6%
2023년 12월 27일(Wed),노량: 죽음의 바다,CGV,2578,34.9%
2023년 12월 27일(Wed),노량: 죽음의 바다,롯데시네마,1836,39.7%
2023년 12월 27일(Wed),노량: 죽음의 바다,메가박스,1337,35.0%
2023년 12월 27일(Wed),노량: 죽음의 바다,씨네Q,74,36.5%
2023년 12월 27일(Wed),서울의 봄,CGV,2089,28.3%
2023년 12월 27일(Wed),서울의 봄,롯데시네마,1272,27.5%
2023년 12월 27일(Wed),서울의 봄,메가박스,1135,29.7%
2023년 12월 27일(Wed),서울의 봄,씨네Q,57,28.1%
2023년 12월 27일(Wed),아쿠아맨과 로스트 킹덤,CGV,829,11.2%
2023년 12월 27일(Wed),아쿠아맨과 로스트 킹덤,롯데시네마,448,9.7%
2023년 12월 27일(Wed),아쿠아맨과 로스트 킹덤,메가박스,417,10.9%
2023년 12월 27일(Wed),아쿠아맨과 로스트 킹덤,씨네Q,21,10.3%
2023년 12월 27일(Wed),신차원! 짱구는 못말려 더 무비 초능력 대결전 ~날아라 수제김밥~,CGV,560,7.6%
2023년 12월 27일(Wed),신차원! 짱구는 못말려 더 무비 초능력 대결전 ~날아라 수제김밥~,롯데시네마,383,8.3%
2023년 12월 27일(Wed),신차원! 짱구는 못말려 더 무비 초능력 대결전 ~날아라 수제김밥~,메가박스,243,6.4%
2023년 12월 27일(Wed),신차원! 짱구는 못말려 더 무비 초능력 대결전 ~날아라 수제김밥~,씨네Q,19,9.4%
2023년 12월 27일(Wed),트롤: 밴드 투게더,CGV,278,3.8%
2023년 12월 27일(Wed),트롤: 밴드 투게더,롯데시네마,159,3.4%
2023년 12월 27일(Wed),트롤: 밴드 투게더,메가박스,128,3.4%
2023년 12월 27일(Wed),트롤: 밴드 투게더,씨네Q,13,6.4%
2023년 12월 28일(Thu),노량: 죽음의 바다,CGV,2465,33.6%
2023년 12월 28일(Thu),노량: 죽음의 바다,롯데시네마,1811,39.0%
2023년 12월 28일(Thu),노량: 죽음의 바다,메가박스,1336,35.2%
2023년 12월 28일(Thu),노량: 죽음의 바다,씨네Q,72,36.4%
2023년 12월 28일(Thu),서울의 봄,CGV,2158,29.4%
2023년 12월 28일(Thu),서울의 봄,롯데시네마,1305,28.1%
2023년 12월 28일(Thu),서울의 봄,메가박스,1149,30.3%
2023년 12월 28일(Thu),서울의 봄,씨네Q,53,26.8%
2023년 12월 28일(Thu),아쿠아맨과 로스트 킹덤,CGV,790,10.8%
2023년 12월 28일(Thu),아쿠아맨과 로스트 킹덤,롯데시네마,445,9.6%
2023년 12월 28일(Thu),아쿠아맨과 로스트 킹덤,메가박스,413,10.9%
2023년 12월 28일(Thu),아쿠아맨과 로스트 킹덤,씨네Q,21,10.6%
2023년 12월 28일(Thu),신차원! 짱구는 못말려 더 무비 초능력 대결전 ~날아라 수제김밥~,CGV,568,7.7%
2023년 12월 28일(Thu),신차원! 짱구는 못말려 더 무비 초능력 대결전 ~날아라 수제김밥~,롯데시네마,397,8.6%
2023년 12월 28일(Thu),신차원! 짱구는 못말려 더 무비 초능력 대결전 ~날아라 수제김밥~,메가박스,250,6.6%
2023년 12월 28일(Thu),신차원! 짱구는 못말려 더 무비 초능력 대결전 ~날아라 수제김밥~,씨네Q,18,9.1%
2023년 12월 28일(Thu),트롤: 밴드 투게더,CGV,302,4.1%
2023년 12월 28일(Thu),트롤: 밴드 투게더,롯데시네마,164,3.5%
2023년 12월 28일(Thu),트롤: 밴드 투게더,메가박스,120,3.2%
2023년 12월 28일(Thu),트롤: 밴드 투게더,씨네Q,10,5.1%
2023년 12월 29일(Fri),노량: 죽음의 바다,CGV,2594,33.5%
2023년 12월 29일(Fri),노량: 죽음의 바다,롯데시네마,1951,39.0%
2023년 12월 29일(Fri),노량: 죽음의 바다,메가박스,1336,33.9%
2023년 12월 29일(Fri),노량: 죽음의 바다,씨네Q,84,38.2%
2023년 12월 29일(Fri),서울의 봄,CGV,2346,30.3%
2023년 12월 29일(Fri),서울의 봄,롯데시네마,1424,28.5%
2023년 12월 29일(Fri),서울의 봄,메가박스,1259,32.0%
2023년 12월 29일(Fri),서울의 봄,씨네Q,68,30.9%
2023년 12월 29일(Fri),아쿠아맨과 로스트 킹덤,CGV,803,10.4%
2023년 12월 29일(Fri),아쿠아맨과 로스트 킹덤,롯데시네마,482,9.6%
2023년 12월 29일(Fri),아쿠아맨과 로스트 킹덤,메가박스,414,10.5%
2023년 12월 29일(Fri),아쿠아맨과 로스트 킹덤,씨네Q,20,9.1%
2023년 12월 29일(Fri),신차원! 짱구는 못말려 더 무비 초능력 대결전 ~날아라 수제김밥~,CGV,608,7.9%
2023년 12월 29일(Fri),신차원! 짱구는 못말려 더 무비 초능력 대결전 ~날아라 수제김밥~,롯데시네마,434,8.7%
2023년 12월 29일(Fri),신차원! 짱구는 못말려 더 무비 초능력 대결전 ~날아라 수제김밥~,메가박스,274,7.0%
2023년 12월 29일(Fri),신차원! 짱구는 못말려 더 무비 초능력 대결전 ~날아라 수제김밥~,씨네Q,17,7.7%
2023년 12월 29일(Fri),트롤: 밴드 투게더,CGV,313,4.0%
2023년 12월 29일(Fri),트롤: 밴드 투게더,롯데시네마,166,3.3%
2023년 12월 29일(Fri),트롤: 밴드 투게더,메가박스,143,3.6%
2023년 12월 29일(Fri),트롤: 밴드 투게더,씨네Q,10,4.5%
2023년 12월 30일(Sat),노량: 죽음의 바다,CGV,2636,32.3%
2023년 12월 30일(Sat),노량: 죽음의 바다,롯데시네마,1906,35.5%
2023년 12월 30일(Sat),노량: 죽음의 바다,메가박스,1387,32.6%
2023년 12월 30일(Sat),노량: 죽음의 바다,씨네Q,91,34.9%
2023년 12월 30일(Sat),서울의 봄,CGV,2497,30.6%
2023년 12월 30일(Sat),서울의 봄,롯데시네마,1603,29.8%
2023년 12월 30일(Sat),서울의 봄,메가박스,1397,32.8%
2023년 12월 30일(Sat),서울의 봄,씨네Q,78,29.9%
2023년 12월 30일(Sat),아쿠아맨과 로스트 킹덤,CGV,779,9.6%
2023년 12월 30일(Sat),아쿠아맨과 로스트 킹덤,롯데시네마,450,8.4%
2023년 12월 30일(Sat),아쿠아맨과 로스트 킹덤,메가박스,390,9.2%
2023년 12월 30일(Sat),아쿠아맨과 로스트 킹덤,씨네Q,21,8.0%
2023년 12월 30일(Sat),신차원! 짱구는 못말려 더 무비 초능력 대결전 ~날아라 수제김밥~,CGV,749,9.2%
2023년 12월 30일(Sat),신차원! 짱구는 못말려 더 무비 초능력 대결전 ~날아라 수제김밥~,롯데시네마,551,10.3%
2023년 12월 30일(Sat),신차원! 짱구는 못말려 더 무비 초능력 대결전 ~날아라 수제김밥~,메가박스,339,8.0%
2023년 12월 30일(Sat),신차원! 짱구는 못말려 더 무비 초능력 대결전 ~날아라 수제김밥~,씨네Q,24,9.2%
2023년 12월 30일(Sat),트롤: 밴드 투게더,CGV,399,4.9%
2023년 12월 30일(Sat),트롤: 밴드 투게더,롯데시네마,294,5.5%
2023년 12월 30일(Sat),트롤: 밴드 투게더,메가박스,230,5.4%
2023년 12월 30일(Sat),트롤: 밴드 투게더,씨네Q,16,6.1%
