Date,Movie,Chain,Screenings,Screen_Share(%)
2020년 11월 10일(Tue),미스터트롯: 더 무비,CGV,0,0.0%
2020년 11월 10일(Tue),미스터트롯: 더 무비,롯데시네마,223,7.0%
2020년 11월 10일(Tue),미스터트롯: 더 무비,메가박스,8,0.3%
2020년 11월 10일(Tue),미스터트롯: 더 무비,씨네Q,0,0.0%
2020년 11월 11일(Wed),도굴,CGV,2475,51.7%
2020년 11월 11일(Wed),도굴,롯데시네마,1560,47.9%
2020년 11월 11일(Wed),도굴,메가박스,1293,44.7%
2020년 11월 11일(Wed),도굴,씨네Q,70,51.9%
2020년 11월 11일(Wed),삼진그룹 영어토익반,CGV,1428,29.8%
2020년 11월 11일(Wed),삼진그룹 영어토익반,롯데시네마,993,30.5%
2020년 11월 11일(Wed),삼진그룹 영어토익반,메가박스,687,23.7%
2020년 11월 11일(Wed),삼진그룹 영어토익반,씨네Q,34,25.2%
2020년 11월 11일(Wed),담보,CGV,277,5.8%
2020년 11월 11일(Wed),담보,롯데시네마,140,4.3%
2020년 11월 11일(Wed),담보,메가박스,117,4.0%
2020년 11월 11일(Wed),담보,씨네Q,9,6.7%
2020년 11월 11일(Wed),노트북,CGV,0,0.0%
2020년 11월 11일(Wed),노트북,롯데시네마,0,0.0%
2020년 11월 11일(Wed),노트북,메가박스,298,10.3%
2020년 11월 11일(Wed),노트북,씨네Q,2,1.5%
2020년 11월 11일(Wed),미스터트롯: 더 무비,CGV,0,0.0%
2020년 11월 11일(Wed),미스터트롯: 더 무비,롯데시네마,186,5.7%
2020년 11월 11일(Wed),미스터트롯: 더 무비,메가박스,7,0.2%
2020년 11월 11일(Wed),미스터트롯: 더 무비,씨네Q,0,0.0%
2020년 11월 12일(Thu),도굴,CGV,1627,33.4%
2020년 11월 12일(Thu),도굴,롯데시네마,1158,33.5%
2020년 11월 12일(Thu),도굴,메가박스,964,31.7%
2020년 11월 12일(Thu),도굴,씨네Q,56,39.2%
2020년 11월 12일(Thu),내가 죽던 날,CGV,1212,24.9%
2020년 11월 12일(Thu),내가 죽던 날,롯데시네마,760,22.0%
2020년 11월 12일(Thu),내가 죽던 날,메가박스,568,18.7%
2020년 11월 12일(Thu),내가 죽던 날,씨네Q,33,23.1%
2020년 11월 12일(Thu),삼진그룹 영어토익반,CGV,825,17.0%
2020년 11월 12일(Thu),삼진그룹 영어토익반,롯데시네마,777,22.5%
2020년 11월 12일(Thu),삼진그룹 영어토익반,메가박스,491,16.1%
2020년 11월 12일(Thu),삼진그룹 영어토익반,씨네Q,25,17.5%
2020년 11월 12일(Thu),애비규환,CGV,281,5.8%
2020년 11월 12일(Thu),애비규환,롯데시네마,219,6.3%
2020년 11월 12일(Thu),애비규환,메가박스,262,8.6%
2020년 11월 12일(Thu),애비규환,씨네Q,5,3.5%
2020년 11월 12일(Thu),걸후드,CGV,362,7.4%
2020년 11월 12일(Thu),걸후드,롯데시네마,2,0.1%
2020년 11월 12일(Thu),걸후드,메가박스,3,0.1%
2020년 11월 12일(Thu),걸후드,씨네Q,5,3.5%
2020년 11월 13일(Fri),도굴,CGV,1736,34.6%
2020년 11월 13일(Fri),도굴,롯데시네마,1247,33.3%
2020년 11월 13일(Fri),도굴,메가박스,1056,32.8%
2020년 11월 13일(Fri),도굴,씨네Q,67,41.1%
2020년 11월 13일(Fri),내가 죽던 날,CGV,1266,25.2%
2020년 11월 13일(Fri),내가 죽던 날,롯데시네마,802,21.4%
2020년 11월 13일(Fri),내가 죽던 날,메가박스,616,19.1%
2020년 11월 13일(Fri),내가 죽던 날,씨네Q,43,26.4%
2020년 11월 13일(Fri),삼진그룹 영어토익반,CGV,898,17.9%
2020년 11월 13일(Fri),삼진그룹 영어토익반,롯데시네마,856,22.9%
2020년 11월 13일(Fri),삼진그룹 영어토익반,메가박스,543,16.9%
2020년 11월 13일(Fri),삼진그룹 영어토익반,씨네Q,25,15.3%
2020년 11월 13일(Fri),애비규환,CGV,264,5.3%
2020년 11월 13일(Fri),애비규환,롯데시네마,217,5.8%
2020년 11월 13일(Fri),애비규환,메가박스,228,7.1%
2020년 11월 13일(Fri),애비규환,씨네Q,6,3.7%
2020년 11월 13일(Fri),걸후드,CGV,298,5.9%
2020년 11월 13일(Fri),걸후드,롯데시네마,2,0.1%
2020년 11월 13일(Fri),걸후드,메가박스,3,0.1%
2020년 11월 13일(Fri),걸후드,씨네Q,5,3.1%
2020년 11월 14일(Sat),도굴,CGV,1988,35.4%
2020년 11월 14일(Sat),도굴,롯데시네마,1353,32.0%
2020년 11월 14일(Sat),도굴,메가박스,1190,32.7%
2020년 11월 14일(Sat),도굴,씨네Q,68,37.0%
2020년 11월 14일(Sat),내가 죽던 날,CGV,1398,24.9%
2020년 11월 14일(Sat),내가 죽던 날,롯데시네마,1018,24.1%
2020년 11월 14일(Sat),내가 죽던 날,메가박스,701,19.3%
2020년 11월 14일(Sat),내가 죽던 날,씨네Q,44,23.9%
2020년 11월 14일(Sat),삼진그룹 영어토익반,CGV,1030,18.3%
2020년 11월 14일(Sat),삼진그룹 영어토익반,롯데시네마,928,21.9%
2020년 11월 14일(Sat),삼진그룹 영어토익반,메가박스,638,17.5%
2020년 11월 14일(Sat),삼진그룹 영어토익반,씨네Q,35,19.0%
2020년 11월 14일(Sat),애비규환,CGV,254,4.5%
2020년 11월 14일(Sat),애비규환,롯데시네마,191,4.5%
2020년 11월 14일(Sat),애비규환,메가박스,222,6.1%
2020년 11월 14일(Sat),애비규환,씨네Q,8,4.3%
2020년 11월 14일(Sat),걸후드,CGV,263,4.7%
2020년 11월 14일(Sat),걸후드,롯데시네마,0,0.0%
2020년 11월 14일(Sat),걸후드,메가박스,4,0.1%
2020년 11월 14일(Sat),걸후드,씨네Q,6,3.3%
2020년 11월 15일(Sun),도굴,CGV,1956,35.4%
2020년 11월 15일(Sun),도굴,롯데시네마,1337,32.3%
2020년 11월 15일(Sun),도굴,메가박스,1175,32.9%
2020년 11월 15일(Sun),도굴,씨네Q,70,39.3%
2020년 11월 15일(Sun),내가 죽던 날,CGV,1349,24.4%
2020년 11월 15일(Sun),내가 죽던 날,롯데시네마,972,23.5%
2020년 11월 15일(Sun),내가 죽던 날,메가박스,651,18.2%
2020년 11월 15일(Sun),내가 죽던 날,씨네Q,46,25.8%
2020년 11월 15일(Sun),삼진그룹 영어토익반,CGV,1030,18.6%
2020년 11월 15일(Sun),삼진그룹 영어토익반,롯데시네마,897,21.7%
2020년 11월 15일(Sun),삼진그룹 영어토익반,메가박스,622,17.4%
2020년 11월 15일(Sun),삼진그룹 영어토익반,씨네Q,33,18.5%
2020년 11월 15일(Sun),애비규환,CGV,257,4.6%
2020년 11월 15일(Sun),애비규환,롯데시네마,173,4.2%
2020년 11월 15일(Sun),애비규환,메가박스,217,6.1%
2020년 11월 15일(Sun),애비규환,씨네Q,8,4.5%
2020년 11월 15일(Sun),극장판 바다 탐험대 옥토넛 : 대산호초 보호작전,CGV,0,0.0%
2020년 11월 15일(Sun),극장판 바다 탐험대 옥토넛 : 대산호초 보호작전,롯데시네마,264,6.4%
2020년 11월 15일(Sun),극장판 바다 탐험대 옥토넛 : 대산호초 보호작전,메가박스,17,0.5%
2020년 11월 15일(Sun),극장판 바다 탐험대 옥토넛 : 대산호초 보호작전,씨네Q,6,3.4%
2020년 11월 16일(Mon),도굴,CGV,1651,36.9%
2020년 11월 16일(Mon),도굴,롯데시네마,1097,33.9%
2020년 11월 16일(Mon),도굴,메가박스,892,33.9%
2020년 11월 16일(Mon),도굴,씨네Q,56,40.6%
2020년 11월 16일(Mon),내가 죽던 날,CGV,1082,24.2%
2020년 11월 16일(Mon),내가 죽던 날,롯데시네마,782,24.2%
2020년 11월 16일(Mon),내가 죽던 날,메가박스,509,19.3%
2020년 11월 16일(Mon),내가 죽던 날,씨네Q,34,24.6%
2020년 11월 16일(Mon),삼진그룹 영어토익반,CGV,834,18.6%
2020년 11월 16일(Mon),삼진그룹 영어토익반,롯데시네마,695,21.5%
2020년 11월 16일(Mon),삼진그룹 영어토익반,메가박스,432,16.4%
2020년 11월 16일(Mon),삼진그룹 영어토익반,씨네Q,23,16.7%
2020년 11월 16일(Mon),애비규환,CGV,206,4.6%
2020년 11월 16일(Mon),애비규환,롯데시네마,141,4.4%
2020년 11월 16일(Mon),애비규환,메가박스,151,5.7%
2020년 11월 16일(Mon),애비규환,씨네Q,3,2.2%
2020년 11월 16일(Mon),걸후드,CGV,213,4.8%
2020년 11월 16일(Mon),걸후드,롯데시네마,1,0.0%
2020년 11월 16일(Mon),걸후드,메가박스,2,0.1%
2020년 11월 16일(Mon),걸후드,씨네Q,1,0.7%
2020년 11월 17일(Tue),도굴,CGV,1640,36.8%
2020년 11월 17일(Tue),도굴,롯데시네마,1066,33.6%
2020년 11월 17일(Tue),도굴,메가박스,877,33.4%
2020년 11월 17일(Tue),도굴,씨네Q,53,43.1%
2020년 11월 17일(Tue),내가 죽던 날,CGV,1076,24.2%
2020년 11월 17일(Tue),내가 죽던 날,롯데시네마,757,23.9%
2020년 11월 17일(Tue),내가 죽던 날,메가박스,490,18.6%
2020년 11월 17일(Tue),내가 죽던 날,씨네Q,30,24.4%
2020년 11월 17일(Tue),삼진그룹 영어토익반,CGV,820,18.4%
2020년 11월 17일(Tue),삼진그룹 영어토익반,롯데시네마,657,20.7%
2020년 11월 17일(Tue),삼진그룹 영어토익반,메가박스,439,16.7%
2020년 11월 17일(Tue),삼진그룹 영어토익반,씨네Q,25,20.3%
2020년 11월 17일(Tue),애비규환,CGV,202,4.5%
2020년 11월 17일(Tue),애비규환,롯데시네마,144,4.5%
2020년 11월 17일(Tue),애비규환,메가박스,148,5.6%
2020년 11월 17일(Tue),애비규환,씨네Q,4,3.3%
2020년 11월 17일(Tue),걸후드,CGV,204,4.6%
2020년 11월 17일(Tue),걸후드,롯데시네마,1,0.0%
2020년 11월 17일(Tue),걸후드,메가박스,2,0.1%
2020년 11월 17일(Tue),걸후드,씨네Q,0,0.0%
2020년 11월 18일(Wed),도굴,CGV,1499,31.5%
2020년 11월 18일(Wed),도굴,롯데시네마,1014,30.0%
2020년 11월 18일(Wed),도굴,메가박스,760,27.2%
2020년 11월 18일(Wed),도굴,씨네Q,51,36.7%
2020년 11월 18일(Wed),내가 죽던 날,CGV,879,18.5%
2020년 11월 18일(Wed),내가 죽던 날,롯데시네마,479,14.2%
2020년 11월 18일(Wed),내가 죽던 날,메가박스,332,11.9%
2020년 11월 18일(Wed),내가 죽던 날,씨네Q,28,20.1%
2020년 11월 18일(Wed),삼진그룹 영어토익반,CGV,774,16.3%
2020년 11월 18일(Wed),삼진그룹 영어토익반,롯데시네마,600,17.7%
2020년 11월 18일(Wed),삼진그룹 영어토익반,메가박스,327,11.7%
2020년 11월 18일(Wed),삼진그룹 영어토익반,씨네Q,18,12.9%
2020년 11월 18일(Wed),마리 퀴리,CGV,422,8.9%
2020년 11월 18일(Wed),마리 퀴리,롯데시네마,275,8.1%
2020년 11월 18일(Wed),마리 퀴리,메가박스,231,8.3%
2020년 11월 18일(Wed),마리 퀴리,씨네Q,7,5.0%
2020년 11월 18일(Wed),택스 콜렉터,CGV,218,4.6%
2020년 11월 18일(Wed),택스 콜렉터,롯데시네마,247,7.3%
2020년 11월 18일(Wed),택스 콜렉터,메가박스,283,10.1%
2020년 11월 18일(Wed),택스 콜렉터,씨네Q,7,5.0%
2020년 11월 19일(Thu),도굴,CGV,1414,30.0%
2020년 11월 19일(Thu),도굴,롯데시네마,998,30.2%
2020년 11월 19일(Thu),도굴,메가박스,726,27.2%
2020년 11월 19일(Thu),도굴,씨네Q,55,38.5%
2020년 11월 19일(Thu),삼진그룹 영어토익반,CGV,704,14.9%
2020년 11월 19일(Thu),삼진그룹 영어토익반,롯데시네마,596,18.0%
2020년 11월 19일(Thu),삼진그룹 영어토익반,메가박스,312,11.7%
2020년 11월 19일(Thu),삼진그룹 영어토익반,씨네Q,23,16.1%
2020년 11월 19일(Thu),내가 죽던 날,CGV,774,16.4%
2020년 11월 19일(Thu),내가 죽던 날,롯데시네마,449,13.6%
2020년 11월 19일(Thu),내가 죽던 날,메가박스,304,11.4%
2020년 11월 19일(Thu),내가 죽던 날,씨네Q,29,20.3%
2020년 11월 19일(Thu),마리 퀴리,CGV,375,7.9%
2020년 11월 19일(Thu),마리 퀴리,롯데시네마,280,8.5%
2020년 11월 19일(Thu),마리 퀴리,메가박스,174,6.5%
2020년 11월 19일(Thu),마리 퀴리,씨네Q,7,4.9%
2020년 11월 19일(Thu),택스 콜렉터,CGV,200,4.2%
2020년 11월 19일(Thu),택스 콜렉터,롯데시네마,238,7.2%
2020년 11월 19일(Thu),택스 콜렉터,메가박스,230,8.6%
2020년 11월 19일(Thu),택스 콜렉터,씨네Q,3,2.1%
2020년 11월 20일(Fri),도굴,CGV,1360,27.2%
2020년 11월 20일(Fri),도굴,롯데시네마,915,24.9%
2020년 11월 20일(Fri),도굴,메가박스,717,25.4%
2020년 11월 20일(Fri),도굴,씨네Q,61,36.5%
2020년 11월 20일(Fri),런,CGV,956,19.1%
2020년 11월 20일(Fri),런,롯데시네마,804,21.9%
2020년 11월 20일(Fri),런,메가박스,486,17.2%
2020년 11월 20일(Fri),런,씨네Q,24,14.4%
2020년 11월 20일(Fri),삼진그룹 영어토익반,CGV,643,12.9%
2020년 11월 20일(Fri),삼진그룹 영어토익반,롯데시네마,530,14.4%
2020년 11월 20일(Fri),삼진그룹 영어토익반,메가박스,285,10.1%
2020년 11월 20일(Fri),삼진그룹 영어토익반,씨네Q,26,15.6%
2020년 11월 20일(Fri),내가 죽던 날,CGV,640,12.8%
2020년 11월 20일(Fri),내가 죽던 날,롯데시네마,362,9.9%
2020년 11월 20일(Fri),내가 죽던 날,메가박스,252,8.9%
2020년 11월 20일(Fri),내가 죽던 날,씨네Q,27,16.2%
2020년 11월 20일(Fri),마리 퀴리,CGV,277,5.5%
2020년 11월 20일(Fri),마리 퀴리,롯데시네마,229,6.2%
2020년 11월 20일(Fri),마리 퀴리,메가박스,143,5.1%
2020년 11월 20일(Fri),마리 퀴리,씨네Q,2,1.2%
2020년 11월 21일(Sat),도굴,CGV,1635,28.6%
2020년 11월 21일(Sat),도굴,롯데시네마,1103,26.3%
2020년 11월 21일(Sat),도굴,메가박스,866,25.9%
2020년 11월 21일(Sat),도굴,씨네Q,63,33.5%
2020년 11월 21일(Sat),런,CGV,1169,20.4%
2020년 11월 21일(Sat),런,롯데시네마,958,22.8%
2020년 11월 21일(Sat),런,메가박스,604,18.1%
2020년 11월 21일(Sat),런,씨네Q,26,13.8%
2020년 11월 21일(Sat),삼진그룹 영어토익반,CGV,724,12.7%
2020년 11월 21일(Sat),삼진그룹 영어토익반,롯데시네마,618,14.7%
2020년 11월 21일(Sat),삼진그룹 영어토익반,메가박스,369,11.0%
2020년 11월 21일(Sat),삼진그룹 영어토익반,씨네Q,31,16.5%
2020년 11월 21일(Sat),내가 죽던 날,CGV,663,11.6%
2020년 11월 21일(Sat),내가 죽던 날,롯데시네마,388,9.2%
2020년 11월 21일(Sat),내가 죽던 날,메가박스,319,9.5%
2020년 11월 21일(Sat),내가 죽던 날,씨네Q,30,16.0%
2020년 11월 21일(Sat),마리 퀴리,CGV,250,4.4%
2020년 11월 21일(Sat),마리 퀴리,롯데시네마,228,5.4%
2020년 11월 21일(Sat),마리 퀴리,메가박스,152,4.5%
2020년 11월 21일(Sat),마리 퀴리,씨네Q,6,3.2%
2020년 11월 22일(Sun),도굴,CGV,1597,28.5%
2020년 11월 22일(Sun),도굴,롯데시네마,1085,26.2%
2020년 11월 22일(Sun),도굴,메가박스,891,26.6%
2020년 11월 22일(Sun),도굴,씨네Q,63,37.1%
2020년 11월 22일(Sun),런,CGV,1198,21.3%
2020년 11월 22일(Sun),런,롯데시네마,950,23.0%
2020년 11월 22일(Sun),런,메가박스,594,17.7%
2020년 11월 22일(Sun),런,씨네Q,24,14.1%
2020년 11월 22일(Sun),삼진그룹 영어토익반,CGV,705,12.6%
2020년 11월 22일(Sun),삼진그룹 영어토익반,롯데시네마,597,14.4%
2020년 11월 22일(Sun),삼진그룹 영어토익반,메가박스,387,11.5%
2020년 11월 22일(Sun),삼진그룹 영어토익반,씨네Q,28,16.5%
2020년 11월 22일(Sun),내가 죽던 날,CGV,635,11.3%
2020년 11월 22일(Sun),내가 죽던 날,롯데시네마,380,9.2%
2020년 11월 22일(Sun),내가 죽던 날,메가박스,312,9.3%
2020년 11월 22일(Sun),내가 죽던 날,씨네Q,24,14.1%
2020년 11월 22일(Sun),마리 퀴리,CGV,226,4.0%
2020년 11월 22일(Sun),마리 퀴리,롯데시네마,205,5.0%
2020년 11월 22일(Sun),마리 퀴리,메가박스,142,4.2%
2020년 11월 22일(Sun),마리 퀴리,씨네Q,3,1.8%
2020년 11월 23일(Mon),도굴,CGV,1275,30.4%
2020년 11월 23일(Mon),도굴,롯데시네마,812,28.2%
2020년 11월 23일(Mon),도굴,메가박스,651,27.6%
2020년 11월 23일(Mon),도굴,씨네Q,39,34.2%
2020년 11월 23일(Mon),런,CGV,973,23.2%
2020년 11월 23일(Mon),런,롯데시네마,704,24.5%
2020년 11월 23일(Mon),런,메가박스,456,19.4%
2020년 11월 23일(Mon),런,씨네Q,18,15.8%
2020년 11월 23일(Mon),삼진그룹 영어토익반,CGV,513,12.2%
2020년 11월 23일(Mon),삼진그룹 영어토익반,롯데시네마,419,14.6%
2020년 11월 23일(Mon),삼진그룹 영어토익반,메가박스,263,11.2%
2020년 11월 23일(Mon),삼진그룹 영어토익반,씨네Q,16,14.0%
2020년 11월 23일(Mon),내가 죽던 날,CGV,480,11.4%
2020년 11월 23일(Mon),내가 죽던 날,롯데시네마,271,9.4%
2020년 11월 23일(Mon),내가 죽던 날,메가박스,208,8.8%
2020년 11월 23일(Mon),내가 죽던 날,씨네Q,21,18.4%
2020년 11월 23일(Mon),마리 퀴리,CGV,180,4.3%
2020년 11월 23일(Mon),마리 퀴리,롯데시네마,147,5.1%
2020년 11월 23일(Mon),마리 퀴리,메가박스,77,3.3%
2020년 11월 23일(Mon),마리 퀴리,씨네Q,1,0.9%
2020년 11월 24일(Tue),도굴,CGV,1204,29.2%
2020년 11월 24일(Tue),도굴,롯데시네마,785,28.0%
2020년 11월 24일(Tue),도굴,메가박스,621,27.2%
2020년 11월 24일(Tue),도굴,씨네Q,46,39.0%
2020년 11월 24일(Tue),런,CGV,935,22.7%
2020년 11월 24일(Tue),런,롯데시네마,689,24.5%
2020년 11월 24일(Tue),런,메가박스,439,19.3%
2020년 11월 24일(Tue),런,씨네Q,19,16.1%
2020년 11월 24일(Tue),삼진그룹 영어토익반,CGV,501,12.2%
2020년 11월 24일(Tue),삼진그룹 영어토익반,롯데시네마,377,13.4%
2020년 11월 24일(Tue),삼진그룹 영어토익반,메가박스,235,10.3%
2020년 11월 24일(Tue),삼진그룹 영어토익반,씨네Q,18,15.3%
2020년 11월 24일(Tue),내가 죽던 날,CGV,489,11.9%
2020년 11월 24일(Tue),내가 죽던 날,롯데시네마,267,9.5%
2020년 11월 24일(Tue),내가 죽던 날,메가박스,190,8.3%
2020년 11월 24일(Tue),내가 죽던 날,씨네Q,17,14.4%
2020년 11월 24일(Tue),마리 퀴리,CGV,175,4.2%
2020년 11월 24일(Tue),마리 퀴리,롯데시네마,156,5.6%
2020년 11월 24일(Tue),마리 퀴리,메가박스,89,3.9%
2020년 11월 24일(Tue),마리 퀴리,씨네Q,0,0.0%
2020년 11월 25일(Wed),이웃사촌,CGV,1764,37.6%
2020년 11월 25일(Wed),이웃사촌,롯데시네마,1115,34.2%
2020년 11월 25일(Wed),이웃사촌,메가박스,1038,37.3%
2020년 11월 25일(Wed),이웃사촌,씨네Q,52,34.7%
2020년 11월 25일(Wed),프리키 데스데이,CGV,786,16.7%
2020년 11월 25일(Wed),프리키 데스데이,롯데시네마,581,17.8%
2020년 11월 25일(Wed),프리키 데스데이,메가박스,422,15.1%
2020년 11월 25일(Wed),프리키 데스데이,씨네Q,16,10.7%
2020년 11월 25일(Wed),도굴,CGV,691,14.7%
2020년 11월 25일(Wed),도굴,롯데시네마,526,16.1%
2020년 11월 25일(Wed),도굴,메가박스,406,14.6%
2020년 11월 25일(Wed),도굴,씨네Q,30,20.0%
2020년 11월 25일(Wed),런,CGV,556,11.8%
2020년 11월 25일(Wed),런,롯데시네마,427,13.1%
2020년 11월 25일(Wed),런,메가박스,280,10.1%
2020년 11월 25일(Wed),런,씨네Q,18,12.0%
2020년 11월 25일(Wed),삼진그룹 영어토익반,CGV,196,4.2%
2020년 11월 25일(Wed),삼진그룹 영어토익반,롯데시네마,254,7.8%
2020년 11월 25일(Wed),삼진그룹 영어토익반,메가박스,108,3.9%
2020년 11월 25일(Wed),삼진그룹 영어토익반,씨네Q,11,7.3%
2020년 11월 26일(Thu),이웃사촌,CGV,1697,39.2%
2020년 11월 26일(Thu),이웃사촌,롯데시네마,1040,34.2%
2020년 11월 26일(Thu),이웃사촌,메가박스,956,36.3%
2020년 11월 26일(Thu),이웃사촌,씨네Q,49,38.3%
2020년 11월 26일(Thu),프리키 데스데이,CGV,691,15.9%
2020년 11월 26일(Thu),프리키 데스데이,롯데시네마,469,15.4%
2020년 11월 26일(Thu),프리키 데스데이,메가박스,355,13.5%
2020년 11월 26일(Thu),프리키 데스데이,씨네Q,11,8.6%
2020년 11월 26일(Thu),도굴,CGV,599,13.8%
2020년 11월 26일(Thu),도굴,롯데시네마,479,15.8%
2020년 11월 26일(Thu),도굴,메가박스,351,13.3%
2020년 11월 26일(Thu),도굴,씨네Q,27,21.1%
2020년 11월 26일(Thu),런,CGV,482,11.1%
2020년 11월 26일(Thu),런,롯데시네마,433,14.3%
2020년 11월 26일(Thu),런,메가박스,225,8.6%
2020년 11월 26일(Thu),런,씨네Q,13,10.2%
2020년 11월 26일(Thu),삼진그룹 영어토익반,CGV,133,3.1%
2020년 11월 26일(Thu),삼진그룹 영어토익반,롯데시네마,227,7.5%
2020년 11월 26일(Thu),삼진그룹 영어토익반,메가박스,94,3.6%
2020년 11월 26일(Thu),삼진그룹 영어토익반,씨네Q,10,7.8%
2020년 11월 27일(Fri),이웃사촌,CGV,1709,38.2%
2020년 11월 27일(Fri),이웃사촌,롯데시네마,1110,34.6%
2020년 11월 27일(Fri),이웃사촌,메가박스,1005,37.0%
2020년 11월 27일(Fri),이웃사촌,씨네Q,51,37.8%
2020년 11월 27일(Fri),도굴,CGV,689,15.4%
2020년 11월 27일(Fri),도굴,롯데시네마,511,15.9%
2020년 11월 27일(Fri),도굴,메가박스,380,14.0%
2020년 11월 27일(Fri),도굴,씨네Q,25,18.5%
2020년 11월 27일(Fri),프리키 데스데이,CGV,610,13.6%
2020년 11월 27일(Fri),프리키 데스데이,롯데시네마,493,15.3%
2020년 11월 27일(Fri),프리키 데스데이,메가박스,324,11.9%
2020년 11월 27일(Fri),프리키 데스데이,씨네Q,13,9.6%
2020년 11월 27일(Fri),런,CGV,585,13.1%
2020년 11월 27일(Fri),런,롯데시네마,474,14.8%
2020년 11월 27일(Fri),런,메가박스,284,10.5%
2020년 11월 27일(Fri),런,씨네Q,20,14.8%
2020년 11월 27일(Fri),삼진그룹 영어토익반,CGV,143,3.2%
2020년 11월 27일(Fri),삼진그룹 영어토익반,롯데시네마,226,7.0%
2020년 11월 27일(Fri),삼진그룹 영어토익반,메가박스,100,3.7%
2020년 11월 27일(Fri),삼진그룹 영어토익반,씨네Q,9,6.7%
2020년 11월 28일(Sat),이웃사촌,CGV,1915,36.5%
2020년 11월 28일(Sat),이웃사촌,롯데시네마,1346,36.1%
2020년 11월 28일(Sat),이웃사촌,메가박스,1172,36.4%
2020년 11월 28일(Sat),이웃사촌,씨네Q,62,36.7%
2020년 11월 28일(Sat),도굴,CGV,885,16.9%
2020년 11월 28일(Sat),도굴,롯데시네마,637,17.1%
2020년 11월 28일(Sat),도굴,메가박스,472,14.6%
2020년 11월 28일(Sat),도굴,씨네Q,33,19.5%
2020년 11월 28일(Sat),런,CGV,750,14.3%
2020년 11월 28일(Sat),런,롯데시네마,578,15.5%
2020년 11월 28일(Sat),런,메가박스,391,12.1%
2020년 11월 28일(Sat),런,씨네Q,22,13.0%
2020년 11월 28일(Sat),프리키 데스데이,CGV,605,11.5%
2020년 11월 28일(Sat),프리키 데스데이,롯데시네마,442,11.8%
2020년 11월 28일(Sat),프리키 데스데이,메가박스,324,10.1%
2020년 11월 28일(Sat),프리키 데스데이,씨네Q,15,8.9%
2020년 11월 28일(Sat),삼진그룹 영어토익반,CGV,170,3.2%
2020년 11월 28일(Sat),삼진그룹 영어토익반,롯데시네마,238,6.4%
2020년 11월 28일(Sat),삼진그룹 영어토익반,메가박스,126,3.9%
2020년 11월 28일(Sat),삼진그룹 영어토익반,씨네Q,11,6.5%
2020년 11월 29일(Sun),이웃사촌,CGV,1872,36.1%
2020년 11월 29일(Sun),이웃사촌,롯데시네마,1324,35.6%
2020년 11월 29일(Sun),이웃사촌,메가박스,1164,36.4%
2020년 11월 29일(Sun),이웃사촌,씨네Q,59,35.1%
2020년 11월 29일(Sun),도굴,CGV,885,17.1%
2020년 11월 29일(Sun),도굴,롯데시네마,649,17.4%
2020년 11월 29일(Sun),도굴,메가박스,482,15.1%
2020년 11월 29일(Sun),도굴,씨네Q,31,18.5%
2020년 11월 29일(Sun),런,CGV,731,14.1%
2020년 11월 29일(Sun),런,롯데시네마,572,15.4%
2020년 11월 29일(Sun),런,메가박스,389,12.2%
2020년 11월 29일(Sun),런,씨네Q,21,12.5%
2020년 11월 29일(Sun),프리키 데스데이,CGV,590,11.4%
2020년 11월 29일(Sun),프리키 데스데이,롯데시네마,430,11.5%
2020년 11월 29일(Sun),프리키 데스데이,메가박스,312,9.8%
2020년 11월 29일(Sun),프리키 데스데이,씨네Q,18,10.7%
2020년 11월 29일(Sun),삼진그룹 영어토익반,CGV,163,3.1%
2020년 11월 29일(Sun),삼진그룹 영어토익반,롯데시네마,244,6.6%
2020년 11월 29일(Sun),삼진그룹 영어토익반,메가박스,135,4.2%
2020년 11월 29일(Sun),삼진그룹 영어토익반,씨네Q,9,5.4%
2020년 11월 30일(Mon),이웃사촌,CGV,1567,35.5%
2020년 11월 30일(Mon),이웃사촌,롯데시네마,1062,34.9%
2020년 11월 30일(Mon),이웃사촌,메가박스,906,35.5%
2020년 11월 30일(Mon),이웃사촌,씨네Q,43,37.1%
2020년 11월 30일(Mon),도굴,CGV,769,17.4%
2020년 11월 30일(Mon),도굴,롯데시네마,556,18.3%
2020년 11월 30일(Mon),도굴,메가박스,404,15.8%
2020년 11월 30일(Mon),도굴,씨네Q,21,18.1%
2020년 11월 30일(Mon),런,CGV,631,14.3%
2020년 11월 30일(Mon),런,롯데시네마,487,16.0%
2020년 11월 30일(Mon),런,메가박스,309,12.1%
2020년 11월 30일(Mon),런,씨네Q,18,15.5%
2020년 11월 30일(Mon),프리키 데스데이,CGV,475,10.8%
2020년 11월 30일(Mon),프리키 데스데이,롯데시네마,347,11.4%
2020년 11월 30일(Mon),프리키 데스데이,메가박스,236,9.3%
2020년 11월 30일(Mon),프리키 데스데이,씨네Q,7,6.0%
2020년 11월 30일(Mon),삼진그룹 영어토익반,CGV,154,3.5%
2020년 11월 30일(Mon),삼진그룹 영어토익반,롯데시네마,218,7.2%
2020년 11월 30일(Mon),삼진그룹 영어토익반,메가박스,105,4.1%
2020년 11월 30일(Mon),삼진그룹 영어토익반,씨네Q,5,4.3%
2020년 12월 01일(Tue),이웃사촌,CGV,1444,35.5%
2020년 12월 01일(Tue),이웃사촌,롯데시네마,942,36.1%
2020년 12월 01일(Tue),이웃사촌,메가박스,815,35.6%
2020년 12월 01일(Tue),이웃사촌,씨네Q,37,37.4%
