Date,Movie,Chain,Screenings,day_of_week,Screen_Share
2019-01-01,아쿠아맨,CGV,1920,Tuesday,25.0
2019-01-01,아쿠아맨,롯데시네마,1326,Tuesday,23.1
2019-01-01,아쿠아맨,메가박스,1123,Tuesday,24.0
2019-01-01,아쿠아맨,씨네Q,59,Tuesday,21.9
2019-01-01,PMC: 더 벙커,CGV,1332,Tuesday,17.4
2019-01-01,PMC: 더 벙커,롯데시네마,1064,Tuesday,18.6
2019-01-01,PMC: 더 벙커,메가박스,880,Tuesday,18.8
2019-01-01,PMC: 더 벙커,씨네Q,63,Tuesday,23.3
2019-01-01,범블비,CGV,917,Tuesday,11.9
2019-01-01,범블비,롯데시네마,761,Tuesday,13.3
2019-01-01,범블비,메가박스,641,Tuesday,13.7
2019-01-01,범블비,씨네Q,37,Tuesday,13.7
2019-01-01,보헤미안 랩소디,CGV,749,Tuesday,9.8
2019-01-01,보헤미안 랩소디,롯데시네마,623,Tuesday,10.9
2019-01-01,보헤미안 랩소디,메가박스,442,Tuesday,9.5
2019-01-01,보헤미안 랩소디,씨네Q,19,Tuesday,7.0
2019-01-01,언니,CGV,829,Tuesday,10.8
2019-01-01,언니,롯데시네마,475,Tuesday,8.3
2019-01-01,언니,메가박스,315,Tuesday,6.7
2019-01-01,언니,씨네Q,17,Tuesday,6.3
2019-01-02,아쿠아맨,CGV,1824,Wednesday,25.1
2019-01-02,아쿠아맨,롯데시네마,1241,Wednesday,23.1
2019-01-02,아쿠아맨,메가박스,1074,Wednesday,24.0
2019-01-02,아쿠아맨,씨네Q,62,Wednesday,25.0
2019-01-02,PMC: 더 벙커,CGV,1252,Wednesday,17.3
2019-01-02,PMC: 더 벙커,롯데시네마,982,Wednesday,18.3
2019-01-02,PMC: 더 벙커,메가박스,844,Wednesday,18.8
2019-01-02,PMC: 더 벙커,씨네Q,51,Wednesday,20.6
2019-01-02,범블비,CGV,883,Wednesday,12.2
2019-01-02,범블비,롯데시네마,730,Wednesday,13.6
2019-01-02,범블비,메가박스,611,Wednesday,13.6
2019-01-02,범블비,씨네Q,37,Wednesday,14.9
2019-01-02,보헤미안 랩소디,CGV,725,Wednesday,10.0
2019-01-02,보헤미안 랩소디,롯데시네마,606,Wednesday,11.3
2019-01-02,보헤미안 랩소디,메가박스,447,Wednesday,10.0
2019-01-02,보헤미안 랩소디,씨네Q,20,Wednesday,8.1
2019-01-02,언니,CGV,800,Wednesday,11.0
2019-01-02,언니,롯데시네마,502,Wednesday,9.3
2019-01-02,언니,메가박스,330,Wednesday,7.4
2019-01-02,언니,씨네Q,18,Wednesday,7.3
2019-01-03,아쿠아맨,CGV,1618,Thursday,22.3
2019-01-03,아쿠아맨,롯데시네마,1090,Thursday,20.3
2019-01-03,아쿠아맨,메가박스,943,Thursday,20.9
2019-01-03,아쿠아맨,씨네Q,51,Thursday,20.6
2019-01-03,주먹왕 랄프 2: 인터넷 속으로,CGV,1306,Thursday,18.0
2019-01-03,주먹왕 랄프 2: 인터넷 속으로,롯데시네마,954,Thursday,17.8
2019-01-03,주먹왕 랄프 2: 인터넷 속으로,메가박스,831,Thursday,18.4
2019-01-03,주먹왕 랄프 2: 인터넷 속으로,씨네Q,52,Thursday,21.0
2019-01-03,PMC: 더 벙커,CGV,1043,Thursday,14.4
2019-01-03,PMC: 더 벙커,롯데시네마,776,Thursday,14.5
2019-01-03,PMC: 더 벙커,메가박스,658,Thursday,14.6
2019-01-03,PMC: 더 벙커,씨네Q,43,Thursday,17.3
2019-01-03,범블비,CGV,647,Thursday,8.9
2019-01-03,범블비,롯데시네마,640,Thursday,11.9
2019-01-03,범블비,메가박스,498,Thursday,11.0
2019-01-03,범블비,씨네Q,24,Thursday,9.7
2019-01-03,보헤미안 랩소디,CGV,682,Thursday,9.4
2019-01-03,보헤미안 랩소디,롯데시네마,570,Thursday,10.6
2019-01-03,보헤미안 랩소디,메가박스,405,Thursday,9.0
2019-01-03,보헤미안 랩소디,씨네Q,21,Thursday,8.5
2019-01-04,아쿠아맨,CGV,1665,Friday,22.7
2019-01-04,아쿠아맨,롯데시네마,1104,Friday,20.0
2019-01-04,아쿠아맨,메가박스,969,Friday,21.2
2019-01-04,아쿠아맨,씨네Q,53,Friday,20.5
2019-01-04,주먹왕 랄프 2: 인터넷 속으로,CGV,1403,Friday,19.1
2019-01-04,주먹왕 랄프 2: 인터넷 속으로,롯데시네마,1210,Friday,21.9
2019-01-04,주먹왕 랄프 2: 인터넷 속으로,메가박스,905,Friday,19.8
2019-01-04,주먹왕 랄프 2: 인터넷 속으로,씨네Q,53,Friday,20.5
2019-01-04,PMC: 더 벙커,CGV,1001,Friday,13.6
2019-01-04,PMC: 더 벙커,롯데시네마,716,Friday,13.0
2019-01-04,PMC: 더 벙커,메가박스,666,Friday,14.6
2019-01-04,PMC: 더 벙커,씨네Q,42,Friday,16.3
2019-01-04,범블비,CGV,660,Friday,9.0
2019-01-04,범블비,롯데시네마,606,Friday,11.0
2019-01-04,범블비,메가박스,496,Friday,10.9
2019-01-04,범블비,씨네Q,26,Friday,10.1
2019-01-04,보헤미안 랩소디,CGV,734,Friday,10.0
2019-01-04,보헤미안 랩소디,롯데시네마,612,Friday,11.1
2019-01-04,보헤미안 랩소디,메가박스,421,Friday,9.2
2019-01-04,보헤미안 랩소디,씨네Q,22,Friday,8.5
2019-01-05,주먹왕 랄프 2: 인터넷 속으로,CGV,1727,Saturday,22.8
2019-01-05,주먹왕 랄프 2: 인터넷 속으로,롯데시네마,1710,Saturday,29.9
2019-01-05,주먹왕 랄프 2: 인터넷 속으로,메가박스,1061,Saturday,22.4
2019-01-05,주먹왕 랄프 2: 인터넷 속으로,씨네Q,58,Saturday,21.5
2019-01-05,아쿠아맨,CGV,1648,Saturday,21.8
2019-01-05,아쿠아맨,롯데시네마,1139,Saturday,19.9
2019-01-05,아쿠아맨,메가박스,985,Saturday,20.8
2019-01-05,아쿠아맨,씨네Q,57,Saturday,21.1
2019-01-05,PMC: 더 벙커,CGV,900,Saturday,11.9
2019-01-05,PMC: 더 벙커,롯데시네마,555,Saturday,9.7
2019-01-05,PMC: 더 벙커,메가박스,578,Saturday,12.2
2019-01-05,PMC: 더 벙커,씨네Q,44,Saturday,16.3
2019-01-05,보헤미안 랩소디,CGV,719,Saturday,9.5
2019-01-05,보헤미안 랩소디,롯데시네마,620,Saturday,10.8
2019-01-05,보헤미안 랩소디,메가박스,428,Saturday,9.1
2019-01-05,보헤미안 랩소디,씨네Q,21,Saturday,7.8
2019-01-05,범블비,CGV,569,Saturday,7.5
2019-01-05,범블비,롯데시네마,500,Saturday,8.7
2019-01-05,범블비,메가박스,454,Saturday,9.6
2019-01-05,범블비,씨네Q,26,Saturday,9.6
2019-01-06,주먹왕 랄프 2: 인터넷 속으로,CGV,1892,Sunday,25.5
2019-01-06,주먹왕 랄프 2: 인터넷 속으로,롯데시네마,1671,Sunday,30.0
2019-01-06,주먹왕 랄프 2: 인터넷 속으로,메가박스,1081,Sunday,23.4
2019-01-06,주먹왕 랄프 2: 인터넷 속으로,씨네Q,58,Sunday,22.1
2019-01-06,아쿠아맨,CGV,1582,Sunday,21.3
2019-01-06,아쿠아맨,롯데시네마,1115,Sunday,20.0
2019-01-06,아쿠아맨,메가박스,953,Sunday,20.6
2019-01-06,아쿠아맨,씨네Q,57,Sunday,21.8
2019-01-06,PMC: 더 벙커,CGV,816,Sunday,11.0
2019-01-06,PMC: 더 벙커,롯데시네마,518,Sunday,9.3
2019-01-06,PMC: 더 벙커,메가박스,538,Sunday,11.6
2019-01-06,PMC: 더 벙커,씨네Q,39,Sunday,14.9
2019-01-06,보헤미안 랩소디,CGV,699,Sunday,9.4
2019-01-06,보헤미안 랩소디,롯데시네마,615,Sunday,11.0
2019-01-06,보헤미안 랩소디,메가박스,414,Sunday,9.0
2019-01-06,보헤미안 랩소디,씨네Q,20,Sunday,7.6
2019-01-06,범블비,CGV,553,Sunday,7.5
2019-01-06,범블비,롯데시네마,479,Sunday,8.6
2019-01-06,범블비,메가박스,428,Sunday,9.3
2019-01-06,범블비,씨네Q,27,Sunday,10.3
2019-01-07,주먹왕 랄프 2: 인터넷 속으로,CGV,1725,Monday,24.7
2019-01-07,주먹왕 랄프 2: 인터넷 속으로,롯데시네마,1383,Monday,26.9
2019-01-07,주먹왕 랄프 2: 인터넷 속으로,메가박스,1039,Monday,24.1
2019-01-07,주먹왕 랄프 2: 인터넷 속으로,씨네Q,55,Monday,23.0
2019-01-07,아쿠아맨,CGV,1546,Monday,22.2
2019-01-07,아쿠아맨,롯데시네마,1066,Monday,20.7
2019-01-07,아쿠아맨,메가박스,913,Monday,21.2
2019-01-07,아쿠아맨,씨네Q,51,Monday,21.3
2019-01-07,PMC: 더 벙커,CGV,806,Monday,11.6
2019-01-07,PMC: 더 벙커,롯데시네마,508,Monday,9.9
2019-01-07,PMC: 더 벙커,메가박스,524,Monday,12.2
2019-01-07,PMC: 더 벙커,씨네Q,38,Monday,15.9
2019-01-07,보헤미안 랩소디,CGV,711,Monday,10.2
2019-01-07,보헤미안 랩소디,롯데시네마,607,Monday,11.8
2019-01-07,보헤미안 랩소디,메가박스,432,Monday,10.0
2019-01-07,보헤미안 랩소디,씨네Q,19,Monday,7.9
2019-01-07,범블비,CGV,565,Monday,8.1
2019-01-07,범블비,롯데시네마,512,Monday,9.9
2019-01-07,범블비,메가박스,430,Monday,10.0
2019-01-07,범블비,씨네Q,21,Monday,8.8
2019-01-08,주먹왕 랄프 2: 인터넷 속으로,CGV,1723,Tuesday,24.6
2019-01-08,주먹왕 랄프 2: 인터넷 속으로,롯데시네마,1374,Tuesday,26.7
2019-01-08,주먹왕 랄프 2: 인터넷 속으로,메가박스,1027,Tuesday,23.9
2019-01-08,주먹왕 랄프 2: 인터넷 속으로,씨네Q,57,Tuesday,24.5
2019-01-08,아쿠아맨,CGV,1546,Tuesday,22.1
2019-01-08,아쿠아맨,롯데시네마,1065,Tuesday,20.7
2019-01-08,아쿠아맨,메가박스,911,Tuesday,21.2
2019-01-08,아쿠아맨,씨네Q,50,Tuesday,21.5
2019-01-08,PMC: 더 벙커,CGV,799,Tuesday,11.4
2019-01-08,PMC: 더 벙커,롯데시네마,496,Tuesday,9.6
2019-01-08,PMC: 더 벙커,메가박스,504,Tuesday,11.7
2019-01-08,PMC: 더 벙커,씨네Q,35,Tuesday,15.0
2019-01-08,보헤미안 랩소디,CGV,718,Tuesday,10.2
2019-01-08,보헤미안 랩소디,롯데시네마,606,Tuesday,11.8
2019-01-08,보헤미안 랩소디,메가박스,424,Tuesday,9.9
2019-01-08,보헤미안 랩소디,씨네Q,20,Tuesday,8.6
2019-01-08,범블비,CGV,559,Tuesday,8.0
2019-01-08,범블비,롯데시네마,508,Tuesday,9.9
2019-01-08,범블비,메가박스,434,Tuesday,10.1
2019-01-08,범블비,씨네Q,21,Tuesday,9.0
2019-01-09,말모이,CGV,1767,Wednesday,25.5
2019-01-09,말모이,롯데시네마,1695,Wednesday,32.7
2019-01-09,말모이,메가박스,1113,Wednesday,25.6
2019-01-09,말모이,씨네Q,61,Wednesday,25.4
2019-01-09,주먹왕 랄프 2: 인터넷 속으로,CGV,1240,Wednesday,17.9
2019-01-09,주먹왕 랄프 2: 인터넷 속으로,롯데시네마,851,Wednesday,16.4
2019-01-09,주먹왕 랄프 2: 인터넷 속으로,메가박스,748,Wednesday,17.2
2019-01-09,주먹왕 랄프 2: 인터넷 속으로,씨네Q,40,Wednesday,16.7
2019-01-09,내안의 그놈,CGV,850,Wednesday,12.3
2019-01-09,내안의 그놈,롯데시네마,813,Wednesday,15.7
2019-01-09,내안의 그놈,메가박스,711,Wednesday,16.3
2019-01-09,내안의 그놈,씨네Q,35,Wednesday,14.6
2019-01-09,아쿠아맨,CGV,998,Wednesday,14.4
2019-01-09,아쿠아맨,롯데시네마,686,Wednesday,13.3
2019-01-09,아쿠아맨,메가박스,610,Wednesday,14.0
2019-01-09,아쿠아맨,씨네Q,40,Wednesday,16.7
2019-01-09,보헤미안 랩소디,CGV,453,Wednesday,6.5
2019-01-09,보헤미안 랩소디,롯데시네마,367,Wednesday,7.1
2019-01-09,보헤미안 랩소디,메가박스,272,Wednesday,6.2
2019-01-09,보헤미안 랩소디,씨네Q,14,Wednesday,5.8
2019-01-10,말모이,CGV,1732,Thursday,24.2
2019-01-10,말모이,롯데시네마,1656,Thursday,30.8
2019-01-10,말모이,메가박스,1087,Thursday,24.2
2019-01-10,말모이,씨네Q,58,Thursday,23.6
2019-01-10,내안의 그놈,CGV,954,Thursday,13.3
2019-01-10,내안의 그놈,롯데시네마,822,Thursday,15.3
2019-01-10,내안의 그놈,메가박스,742,Thursday,16.5
2019-01-10,내안의 그놈,씨네Q,35,Thursday,14.2
2019-01-10,주먹왕 랄프 2: 인터넷 속으로,CGV,1075,Thursday,15.0
2019-01-10,주먹왕 랄프 2: 인터넷 속으로,롯데시네마,714,Thursday,13.3
2019-01-10,주먹왕 랄프 2: 인터넷 속으로,메가박스,669,Thursday,14.9
2019-01-10,주먹왕 랄프 2: 인터넷 속으로,씨네Q,42,Thursday,17.1
2019-01-10,아쿠아맨,CGV,862,Thursday,12.0
2019-01-10,아쿠아맨,롯데시네마,568,Thursday,10.6
2019-01-10,아쿠아맨,메가박스,570,Thursday,12.7
2019-01-10,아쿠아맨,씨네Q,36,Thursday,14.6
2019-01-10,극장판 공룡메카드: 타이니소어의 섬,CGV,673,Thursday,9.4
2019-01-10,극장판 공룡메카드: 타이니소어의 섬,롯데시네마,436,Thursday,8.1
2019-01-10,극장판 공룡메카드: 타이니소어의 섬,메가박스,392,Thursday,8.7
2019-01-10,극장판 공룡메카드: 타이니소어의 섬,씨네Q,13,Thursday,5.3
2019-01-11,말모이,CGV,1845,Friday,25.2
2019-01-11,말모이,롯데시네마,1673,Friday,30.4
2019-01-11,말모이,메가박스,1118,Friday,24.2
2019-01-11,말모이,씨네Q,59,Friday,23.6
2019-01-11,내안의 그놈,CGV,1103,Friday,15.1
2019-01-11,내안의 그놈,롯데시네마,934,Friday,17.0
2019-01-11,내안의 그놈,메가박스,873,Friday,18.9
2019-01-11,내안의 그놈,씨네Q,44,Friday,17.6
2019-01-11,주먹왕 랄프 2: 인터넷 속으로,CGV,1065,Friday,14.6
2019-01-11,주먹왕 랄프 2: 인터넷 속으로,롯데시네마,719,Friday,13.1
2019-01-11,주먹왕 랄프 2: 인터넷 속으로,메가박스,662,Friday,14.3
2019-01-11,주먹왕 랄프 2: 인터넷 속으로,씨네Q,46,Friday,18.4
2019-01-11,아쿠아맨,CGV,860,Friday,11.8
2019-01-11,아쿠아맨,롯데시네마,557,Friday,10.1
2019-01-11,아쿠아맨,메가박스,579,Friday,12.5
2019-01-11,아쿠아맨,씨네Q,33,Friday,13.2
2019-01-11,극장판 공룡메카드: 타이니소어의 섬,CGV,652,Friday,8.9
2019-01-11,극장판 공룡메카드: 타이니소어의 섬,롯데시네마,519,Friday,9.4
2019-01-11,극장판 공룡메카드: 타이니소어의 섬,메가박스,407,Friday,8.8
2019-01-11,극장판 공룡메카드: 타이니소어의 섬,씨네Q,16,Friday,6.4
2019-01-12,말모이,CGV,1915,Saturday,25.3
2019-01-12,말모이,롯데시네마,1726,Saturday,29.8
2019-01-12,말모이,메가박스,1171,Saturday,24.0
2019-01-12,말모이,씨네Q,58,Saturday,21.0
2019-01-12,내안의 그놈,CGV,1320,Saturday,17.5
2019-01-12,내안의 그놈,롯데시네마,1056,Saturday,18.2
2019-01-12,내안의 그놈,메가박스,1017,Saturday,20.9
2019-01-12,내안의 그놈,씨네Q,51,Saturday,18.5
2019-01-12,주먹왕 랄프 2: 인터넷 속으로,CGV,1072,Saturday,14.2
2019-01-12,주먹왕 랄프 2: 인터넷 속으로,롯데시네마,818,Saturday,14.1
2019-01-12,주먹왕 랄프 2: 인터넷 속으로,메가박스,636,Saturday,13.0
2019-01-12,주먹왕 랄프 2: 인터넷 속으로,씨네Q,48,Saturday,17.4
2019-01-12,극장판 공룡메카드: 타이니소어의 섬,CGV,811,Saturday,10.7
2019-01-12,극장판 공룡메카드: 타이니소어의 섬,롯데시네마,719,Saturday,12.4
2019-01-12,극장판 공룡메카드: 타이니소어의 섬,메가박스,559,Saturday,11.5
2019-01-12,극장판 공룡메카드: 타이니소어의 섬,씨네Q,22,Saturday,8.0
2019-01-12,아쿠아맨,CGV,775,Saturday,10.2
2019-01-12,아쿠아맨,롯데시네마,540,Saturday,9.3
2019-01-12,아쿠아맨,메가박스,550,Saturday,11.3
2019-01-12,아쿠아맨,씨네Q,39,Saturday,14.1
2019-01-13,말모이,CGV,1872,Sunday,25.3
2019-01-13,말모이,롯데시네마,1671,Sunday,29.7
2019-01-13,말모이,메가박스,1152,Sunday,24.3
2019-01-13,말모이,씨네Q,59,Sunday,22.3
2019-01-13,내안의 그놈,CGV,1398,Sunday,18.9
2019-01-13,내안의 그놈,롯데시네마,1068,Sunday,19.0
2019-01-13,내안의 그놈,메가박스,1009,Sunday,21.3
2019-01-13,내안의 그놈,씨네Q,51,Sunday,19.3
2019-01-13,주먹왕 랄프 2: 인터넷 속으로,CGV,1056,Sunday,14.3
2019-01-13,주먹왕 랄프 2: 인터넷 속으로,롯데시네마,782,Sunday,13.9
2019-01-13,주먹왕 랄프 2: 인터넷 속으로,메가박스,628,Sunday,13.2
2019-01-13,주먹왕 랄프 2: 인터넷 속으로,씨네Q,45,Sunday,17.0
2019-01-13,극장판 공룡메카드: 타이니소어의 섬,CGV,792,Sunday,10.7
2019-01-13,극장판 공룡메카드: 타이니소어의 섬,롯데시네마,703,Sunday,12.5
2019-01-13,극장판 공룡메카드: 타이니소어의 섬,메가박스,567,Sunday,12.0
2019-01-13,극장판 공룡메카드: 타이니소어의 섬,씨네Q,21,Sunday,8.0
2019-01-13,아쿠아맨,CGV,728,Sunday,9.8
2019-01-13,아쿠아맨,롯데시네마,517,Sunday,9.2
2019-01-13,아쿠아맨,메가박스,503,Sunday,10.6
2019-01-13,아쿠아맨,씨네Q,37,Sunday,14.0
2019-01-14,말모이,CGV,1769,Monday,25.4
2019-01-14,말모이,롯데시네마,1605,Monday,31.0
2019-01-14,말모이,메가박스,1112,Monday,25.2
2019-01-14,말모이,씨네Q,51,Monday,24.1
2019-01-14,내안의 그놈,CGV,1442,Monday,20.7
2019-01-14,내안의 그놈,롯데시네마,1107,Monday,21.4
2019-01-14,내안의 그놈,메가박스,1013,Monday,23.0
2019-01-14,내안의 그놈,씨네Q,45,Monday,21.2
2019-01-14,주먹왕 랄프 2: 인터넷 속으로,CGV,947,Monday,13.6
2019-01-14,주먹왕 랄프 2: 인터넷 속으로,롯데시네마,645,Monday,12.4
2019-01-14,주먹왕 랄프 2: 인터넷 속으로,메가박스,594,Monday,13.5
2019-01-14,주먹왕 랄프 2: 인터넷 속으로,씨네Q,36,Monday,17.0
2019-01-14,아쿠아맨,CGV,683,Monday,9.8
2019-01-14,아쿠아맨,롯데시네마,490,Monday,9.5
2019-01-14,아쿠아맨,메가박스,501,Monday,11.4
2019-01-14,아쿠아맨,씨네Q,29,Monday,13.7
2019-01-14,극장판 공룡메카드: 타이니소어의 섬,CGV,491,Monday,7.1
2019-01-14,극장판 공룡메카드: 타이니소어의 섬,롯데시네마,427,Monday,8.2
2019-01-14,극장판 공룡메카드: 타이니소어의 섬,메가박스,333,Monday,7.6
2019-01-14,극장판 공룡메카드: 타이니소어의 섬,씨네Q,11,Monday,5.2
2019-01-15,말모이,CGV,1786,Tuesday,25.8
2019-01-15,말모이,롯데시네마,1586,Tuesday,30.5
2019-01-15,말모이,메가박스,1115,Tuesday,25.3
2019-01-15,말모이,씨네Q,56,Tuesday,23.1
2019-01-15,내안의 그놈,CGV,1496,Tuesday,21.6
2019-01-15,내안의 그놈,롯데시네마,1140,Tuesday,21.9
2019-01-15,내안의 그놈,메가박스,1018,Tuesday,23.1
2019-01-15,내안의 그놈,씨네Q,53,Tuesday,21.9
2019-01-15,주먹왕 랄프 2: 인터넷 속으로,CGV,921,Tuesday,13.3
2019-01-15,주먹왕 랄프 2: 인터넷 속으로,롯데시네마,647,Tuesday,12.4
2019-01-15,주먹왕 랄프 2: 인터넷 속으로,메가박스,581,Tuesday,13.2
2019-01-15,주먹왕 랄프 2: 인터넷 속으로,씨네Q,39,Tuesday,16.1
2019-01-15,아쿠아맨,CGV,658,Tuesday,9.5
2019-01-15,아쿠아맨,롯데시네마,495,Tuesday,9.5
2019-01-15,아쿠아맨,메가박스,484,Tuesday,11.0
2019-01-15,아쿠아맨,씨네Q,31,Tuesday,12.8
2019-01-15,극장판 공룡메카드: 타이니소어의 섬,CGV,429,Tuesday,6.2
2019-01-15,극장판 공룡메카드: 타이니소어의 섬,롯데시네마,411,Tuesday,7.9
2019-01-15,극장판 공룡메카드: 타이니소어의 섬,메가박스,306,Tuesday,6.9
2019-01-15,극장판 공룡메카드: 타이니소어의 섬,씨네Q,16,Tuesday,6.6
2019-01-16,말모이,CGV,1479,Wednesday,20.7
2019-01-16,말모이,롯데시네마,1326,Wednesday,25.3
2019-01-16,말모이,메가박스,934,Wednesday,20.8
2019-01-16,말모이,씨네Q,47,Wednesday,20.3
2019-01-16,내안의 그놈,CGV,1286,Wednesday,18.0
2019-01-16,내안의 그놈,롯데시네마,1187,Wednesday,22.6
2019-01-16,내안의 그놈,메가박스,920,Wednesday,20.5
2019-01-16,내안의 그놈,씨네Q,47,Wednesday,20.3
2019-01-16,그대 이름은 장미,CGV,478,Wednesday,6.7
2019-01-16,그대 이름은 장미,롯데시네마,416,Wednesday,7.9
2019-01-16,그대 이름은 장미,메가박스,530,Wednesday,11.8
2019-01-16,그대 이름은 장미,씨네Q,32,Wednesday,13.8
2019-01-16,언더독,CGV,704,Wednesday,9.9
2019-01-16,언더독,롯데시네마,417,Wednesday,7.9
2019-01-16,언더독,메가박스,260,Wednesday,5.8
2019-01-16,언더독,씨네Q,21,Wednesday,9.1
2019-01-16,주먹왕 랄프 2: 인터넷 속으로,CGV,597,Wednesday,8.4
2019-01-16,주먹왕 랄프 2: 인터넷 속으로,롯데시네마,356,Wednesday,6.8
2019-01-16,주먹왕 랄프 2: 인터넷 속으로,메가박스,340,Wednesday,7.6
2019-01-16,주먹왕 랄프 2: 인터넷 속으로,씨네Q,22,Wednesday,9.5
2019-01-17,말모이,CGV,1190,Thursday,16.6
2019-01-17,말모이,롯데시네마,1230,Thursday,23.0
2019-01-17,말모이,메가박스,768,Thursday,17.3
2019-01-17,말모이,씨네Q,43,Thursday,17.8
2019-01-17,글래스,CGV,1323,Thursday,18.5
2019-01-17,글래스,롯데시네마,961,Thursday,18.0
2019-01-17,글래스,메가박스,944,Thursday,21.2
2019-01-17,글래스,씨네Q,31,Thursday,12.8
2019-01-17,내안의 그놈,CGV,1074,Thursday,15.0
2019-01-17,내안의 그놈,롯데시네마,1039,Thursday,19.5
2019-01-17,내안의 그놈,메가박스,735,Thursday,16.5
2019-01-17,내안의 그놈,씨네Q,37,Thursday,15.3
2019-01-17,언더독,CGV,584,Thursday,8.2
2019-01-17,언더독,롯데시네마,398,Thursday,7.5
2019-01-17,언더독,메가박스,238,Thursday,5.3
2019-01-17,언더독,씨네Q,16,Thursday,6.6
2019-01-17,그대 이름은 장미,CGV,385,Thursday,5.4
2019-01-17,그대 이름은 장미,롯데시네마,277,Thursday,5.2
2019-01-17,그대 이름은 장미,메가박스,387,Thursday,8.7
2019-01-17,그대 이름은 장미,씨네Q,28,Thursday,11.6
2019-01-18,말모이,CGV,1341,Friday,18.5
2019-01-18,말모이,롯데시네마,1286,Friday,23.8
2019-01-18,말모이,메가박스,888,Friday,19.7
2019-01-18,말모이,씨네Q,50,Friday,20.6
2019-01-18,글래스,CGV,1305,Friday,18.0
2019-01-18,글래스,롯데시네마,982,Friday,18.2
2019-01-18,글래스,메가박스,898,Friday,19.9
2019-01-18,글래스,씨네Q,36,Friday,14.8
2019-01-18,내안의 그놈,CGV,1205,Friday,16.6
2019-01-18,내안의 그놈,롯데시네마,1071,Friday,19.8
2019-01-18,내안의 그놈,메가박스,812,Friday,18.0
2019-01-18,내안의 그놈,씨네Q,45,Friday,18.5
2019-01-18,언더독,CGV,500,Friday,6.9
2019-01-18,언더독,롯데시네마,347,Friday,6.4
2019-01-18,언더독,메가박스,229,Friday,5.1
2019-01-18,언더독,씨네Q,19,Friday,7.8
2019-01-18,그대 이름은 장미,CGV,355,Friday,4.9
2019-01-18,그대 이름은 장미,롯데시네마,279,Friday,5.2
2019-01-18,그대 이름은 장미,메가박스,329,Friday,7.3
2019-01-18,그대 이름은 장미,씨네Q,22,Friday,9.1
2019-01-19,말모이,CGV,1574,Saturday,20.9
2019-01-19,말모이,롯데시네마,1421,Saturday,24.9
2019-01-19,말모이,메가박스,1051,Saturday,21.9
2019-01-19,말모이,씨네Q,52,Saturday,19.8
2019-01-19,내안의 그놈,CGV,1392,Saturday,18.5
2019-01-19,내안의 그놈,롯데시네마,1224,Saturday,21.5
2019-01-19,내안의 그놈,메가박스,943,Saturday,19.7
2019-01-19,내안의 그놈,씨네Q,48,Saturday,18.3
2019-01-19,글래스,CGV,1210,Saturday,16.0
2019-01-19,글래스,롯데시네마,958,Saturday,16.8
2019-01-19,글래스,메가박스,798,Saturday,16.7
2019-01-19,글래스,씨네Q,41,Saturday,15.6
2019-01-19,주먹왕 랄프 2: 인터넷 속으로,CGV,433,Saturday,5.7
2019-01-19,주먹왕 랄프 2: 인터넷 속으로,롯데시네마,390,Saturday,6.8
2019-01-19,주먹왕 랄프 2: 인터넷 속으로,메가박스,346,Saturday,7.2
2019-01-19,주먹왕 랄프 2: 인터넷 속으로,씨네Q,13,Saturday,5.0
2019-01-19,언더독,CGV,443,Saturday,5.9
2019-01-19,언더독,롯데시네마,343,Saturday,6.0
2019-01-19,언더독,메가박스,246,Saturday,5.1
2019-01-19,언더독,씨네Q,22,Saturday,8.4
2019-01-20,말모이,CGV,1599,Sunday,21.7
2019-01-20,말모이,롯데시네마,1382,Sunday,25.0
2019-01-20,말모이,메가박스,1036,Sunday,22.3
2019-01-20,말모이,씨네Q,53,Sunday,20.5
2019-01-20,내안의 그놈,CGV,1403,Sunday,19.0
2019-01-20,내안의 그놈,롯데시네마,1194,Sunday,21.6
2019-01-20,내안의 그놈,메가박스,936,Sunday,20.2
2019-01-20,내안의 그놈,씨네Q,49,Sunday,19.0
2019-01-20,글래스,CGV,1133,Sunday,15.4
2019-01-20,글래스,롯데시네마,877,Sunday,15.9
2019-01-20,글래스,메가박스,730,Sunday,15.7
2019-01-20,글래스,씨네Q,37,Sunday,14.3
2019-01-20,주먹왕 랄프 2: 인터넷 속으로,CGV,453,Sunday,6.1
2019-01-20,주먹왕 랄프 2: 인터넷 속으로,롯데시네마,395,Sunday,7.1
2019-01-20,주먹왕 랄프 2: 인터넷 속으로,메가박스,343,Sunday,7.4
2019-01-20,주먹왕 랄프 2: 인터넷 속으로,씨네Q,14,Sunday,5.4
2019-01-20,언더독,CGV,417,Sunday,5.7
2019-01-20,언더독,롯데시네마,335,Sunday,6.1
2019-01-20,언더독,메가박스,245,Sunday,5.3
2019-01-20,언더독,씨네Q,20,Sunday,7.8
2019-01-21,말모이,CGV,1521,Monday,22.1
2019-01-21,말모이,롯데시네마,1307,Monday,25.4
2019-01-21,말모이,메가박스,971,Monday,22.9
2019-01-21,말모이,씨네Q,57,Monday,24.7
2019-01-21,내안의 그놈,CGV,1361,Monday,19.8
2019-01-21,내안의 그놈,롯데시네마,1158,Monday,22.5
2019-01-21,내안의 그놈,메가박스,859,Monday,20.2
2019-01-21,내안의 그놈,씨네Q,45,Monday,19.5
2019-01-21,글래스,CGV,1057,Monday,15.3
2019-01-21,글래스,롯데시네마,835,Monday,16.2
