Date,Movie,Chain,Screenings,day_of_week,Screen_Share
2021-12-06,엔칸토: 마법의 세계,CGV,644,Monday,11.9
2021-12-06,엔칸토: 마법의 세계,롯데시네마,501,Monday,13.5
2021-12-06,엔칸토: 마법의 세계,메가박스,255,Monday,9.4
2021-12-06,엔칸토: 마법의 세계,씨네Q,8,Monday,7.2
2021-12-06,고스트버스터즈 라이즈,CGV,593,Monday,11.0
2021-12-06,고스트버스터즈 라이즈,롯데시네마,380,Monday,10.2
2021-12-06,고스트버스터즈 라이즈,메가박스,337,Monday,12.4
2021-12-06,고스트버스터즈 라이즈,씨네Q,13,Monday,11.7
2021-12-06,라스트 나잇 인 소호,CGV,354,Monday,6.5
2021-12-06,라스트 나잇 인 소호,롯데시네마,203,Monday,5.5
2021-12-06,라스트 나잇 인 소호,메가박스,174,Monday,6.4
2021-12-06,라스트 나잇 인 소호,씨네Q,8,Monday,7.2
2021-12-07,유체이탈자,CGV,1338,Tuesday,24.2
2021-12-07,유체이탈자,롯데시네마,951,Tuesday,25.8
2021-12-07,유체이탈자,메가박스,646,Tuesday,25.7
2021-12-07,유체이탈자,씨네Q,26,Tuesday,25.7
2021-12-07,연애 빠진 로맨스,CGV,1086,Tuesday,19.7
2021-12-07,연애 빠진 로맨스,롯데시네마,666,Tuesday,18.1
2021-12-07,연애 빠진 로맨스,메가박스,451,Tuesday,17.9
2021-12-07,연애 빠진 로맨스,씨네Q,23,Tuesday,22.8
2021-12-07,엔칸토: 마법의 세계,CGV,649,Tuesday,11.7
2021-12-07,엔칸토: 마법의 세계,롯데시네마,499,Tuesday,13.6
2021-12-07,엔칸토: 마법의 세계,메가박스,252,Tuesday,10.0
2021-12-07,엔칸토: 마법의 세계,씨네Q,7,Tuesday,6.9
2021-12-07,고스트버스터즈 라이즈,CGV,596,Tuesday,10.8
2021-12-07,고스트버스터즈 라이즈,롯데시네마,383,Tuesday,10.4
2021-12-07,고스트버스터즈 라이즈,메가박스,234,Tuesday,9.3
2021-12-07,고스트버스터즈 라이즈,씨네Q,14,Tuesday,13.9
2021-12-07,라스트 나잇 인 소호,CGV,385,Tuesday,7.0
2021-12-07,라스트 나잇 인 소호,롯데시네마,209,Tuesday,5.7
2021-12-07,라스트 나잇 인 소호,메가박스,124,Tuesday,4.9
2021-12-07,라스트 나잇 인 소호,씨네Q,5,Tuesday,5.0
2021-12-08,유체이탈자,CGV,1208,Wednesday,20.6
2021-12-08,유체이탈자,롯데시네마,959,Wednesday,25.5
2021-12-08,유체이탈자,메가박스,601,Wednesday,22.3
2021-12-08,유체이탈자,씨네Q,31,Wednesday,27.4
2021-12-08,연애 빠진 로맨스,CGV,1065,Wednesday,18.2
2021-12-08,연애 빠진 로맨스,롯데시네마,779,Wednesday,20.7
2021-12-08,연애 빠진 로맨스,메가박스,466,Wednesday,17.3
2021-12-08,연애 빠진 로맨스,씨네Q,19,Wednesday,16.8
2021-12-08,돈 룩 업,CGV,950,Wednesday,16.2
2021-12-08,돈 룩 업,롯데시네마,579,Wednesday,15.4
2021-12-08,돈 룩 업,메가박스,394,Wednesday,14.6
2021-12-08,돈 룩 업,씨네Q,10,Wednesday,8.8
2021-12-08,엔칸토: 마법의 세계,CGV,546,Wednesday,9.3
2021-12-08,엔칸토: 마법의 세계,롯데시네마,514,Wednesday,13.7
2021-12-08,엔칸토: 마법의 세계,메가박스,241,Wednesday,9.0
2021-12-08,엔칸토: 마법의 세계,씨네Q,11,Wednesday,9.7
2021-12-08,고스트버스터즈 라이즈,CGV,302,Wednesday,5.2
2021-12-08,고스트버스터즈 라이즈,롯데시네마,175,Wednesday,4.6
2021-12-08,고스트버스터즈 라이즈,메가박스,172,Wednesday,6.4
2021-12-08,고스트버스터즈 라이즈,씨네Q,11,Wednesday,9.7
2021-12-09,유체이탈자,CGV,1258,Thursday,21.6
2021-12-09,유체이탈자,롯데시네마,937,Thursday,24.3
2021-12-09,유체이탈자,메가박스,536,Thursday,19.6
2021-12-09,유체이탈자,씨네Q,34,Thursday,27.9
2021-12-09,연애 빠진 로맨스,CGV,1107,Thursday,19.1
2021-12-09,연애 빠진 로맨스,롯데시네마,744,Thursday,19.3
2021-12-09,연애 빠진 로맨스,메가박스,452,Thursday,16.6
2021-12-09,연애 빠진 로맨스,씨네Q,18,Thursday,14.8
2021-12-09,돈 룩 업,CGV,855,Thursday,14.7
2021-12-09,돈 룩 업,롯데시네마,493,Thursday,12.8
2021-12-09,돈 룩 업,메가박스,321,Thursday,11.8
2021-12-09,돈 룩 업,씨네Q,9,Thursday,7.4
2021-12-09,엔칸토: 마법의 세계,CGV,534,Thursday,9.2
2021-12-09,엔칸토: 마법의 세계,롯데시네마,512,Thursday,13.3
2021-12-09,엔칸토: 마법의 세계,메가박스,227,Thursday,8.3
2021-12-09,엔칸토: 마법의 세계,씨네Q,11,Thursday,9.0
2021-12-09,고스트버스터즈 라이즈,CGV,260,Thursday,4.5
2021-12-09,고스트버스터즈 라이즈,롯데시네마,142,Thursday,3.7
2021-12-09,고스트버스터즈 라이즈,메가박스,139,Thursday,5.1
2021-12-09,고스트버스터즈 라이즈,씨네Q,7,Thursday,5.7
2021-12-10,유체이탈자,CGV,1392,Friday,22.7
2021-12-10,유체이탈자,롯데시네마,1065,Friday,25.4
2021-12-10,유체이탈자,메가박스,593,Friday,20.5
2021-12-10,유체이탈자,씨네Q,32,Friday,21.5
2021-12-10,연애 빠진 로맨스,CGV,1220,Friday,19.9
2021-12-10,연애 빠진 로맨스,롯데시네마,830,Friday,19.8
2021-12-10,연애 빠진 로맨스,메가박스,482,Friday,16.7
2021-12-10,연애 빠진 로맨스,씨네Q,22,Friday,14.8
2021-12-10,돈 룩 업,CGV,877,Friday,14.3
2021-12-10,돈 룩 업,롯데시네마,496,Friday,11.8
2021-12-10,돈 룩 업,메가박스,349,Friday,12.1
2021-12-10,돈 룩 업,씨네Q,10,Friday,6.7
2021-12-10,엔칸토: 마법의 세계,CGV,607,Friday,9.9
2021-12-10,엔칸토: 마법의 세계,롯데시네마,563,Friday,13.4
2021-12-10,엔칸토: 마법의 세계,메가박스,242,Friday,8.4
2021-12-10,엔칸토: 마법의 세계,씨네Q,19,Friday,12.8
2021-12-10,고스트버스터즈 라이즈,CGV,225,Friday,3.7
2021-12-10,고스트버스터즈 라이즈,롯데시네마,173,Friday,4.1
2021-12-10,고스트버스터즈 라이즈,메가박스,165,Friday,5.7
2021-12-10,고스트버스터즈 라이즈,씨네Q,10,Friday,6.7
2021-12-11,유체이탈자,CGV,1520,Saturday,21.5
2021-12-11,유체이탈자,롯데시네마,1141,Saturday,23.4
2021-12-11,유체이탈자,메가박스,719,Saturday,20.1
2021-12-11,유체이탈자,씨네Q,41,Saturday,22.5
2021-12-11,연애 빠진 로맨스,CGV,1348,Saturday,19.0
2021-12-11,연애 빠진 로맨스,롯데시네마,983,Saturday,20.2
2021-12-11,연애 빠진 로맨스,메가박스,591,Saturday,16.5
2021-12-11,연애 빠진 로맨스,씨네Q,32,Saturday,17.6
2021-12-11,엔칸토: 마법의 세계,CGV,1028,Saturday,14.5
2021-12-11,엔칸토: 마법의 세계,롯데시네마,887,Saturday,18.2
2021-12-11,엔칸토: 마법의 세계,메가박스,439,Saturday,12.3
2021-12-11,엔칸토: 마법의 세계,씨네Q,33,Saturday,18.1
2021-12-11,돈 룩 업,CGV,917,Saturday,13.0
2021-12-11,돈 룩 업,롯데시네마,528,Saturday,10.8
2021-12-11,돈 룩 업,메가박스,423,Saturday,11.8
2021-12-11,돈 룩 업,씨네Q,14,Saturday,7.7
2021-12-11,고스트버스터즈 라이즈,CGV,268,Saturday,3.8
2021-12-11,고스트버스터즈 라이즈,롯데시네마,194,Saturday,4.0
2021-12-11,고스트버스터즈 라이즈,메가박스,223,Saturday,6.2
2021-12-11,고스트버스터즈 라이즈,씨네Q,14,Saturday,7.7
2021-12-12,유체이탈자,CGV,1459,Sunday,21.4
2021-12-12,유체이탈자,롯데시네마,1109,Sunday,23.6
2021-12-12,유체이탈자,메가박스,681,Sunday,19.6
2021-12-12,유체이탈자,씨네Q,42,Sunday,24.3
2021-12-12,연애 빠진 로맨스,CGV,1332,Sunday,19.5
2021-12-12,연애 빠진 로맨스,롯데시네마,943,Sunday,20.0
2021-12-12,연애 빠진 로맨스,메가박스,568,Sunday,16.4
2021-12-12,연애 빠진 로맨스,씨네Q,31,Sunday,17.9
2021-12-12,엔칸토: 마법의 세계,CGV,1011,Sunday,14.8
2021-12-12,엔칸토: 마법의 세계,롯데시네마,868,Sunday,18.4
2021-12-12,엔칸토: 마법의 세계,메가박스,426,Sunday,12.3
2021-12-12,엔칸토: 마법의 세계,씨네Q,30,Sunday,17.3
2021-12-12,돈 룩 업,CGV,882,Sunday,12.9
2021-12-12,돈 룩 업,롯데시네마,495,Sunday,10.5
2021-12-12,돈 룩 업,메가박스,388,Sunday,11.2
2021-12-12,돈 룩 업,씨네Q,14,Sunday,8.1
2021-12-12,고스트버스터즈 라이즈,CGV,253,Sunday,3.7
2021-12-12,고스트버스터즈 라이즈,롯데시네마,176,Sunday,3.7
2021-12-12,고스트버스터즈 라이즈,메가박스,218,Sunday,6.3
2021-12-12,고스트버스터즈 라이즈,씨네Q,11,Sunday,6.4
2021-12-13,유체이탈자,CGV,1118,Monday,22.3
2021-12-13,유체이탈자,롯데시네마,804,Monday,24.7
2021-12-13,유체이탈자,메가박스,459,Monday,21.0
2021-12-13,유체이탈자,씨네Q,26,Monday,25.7
2021-12-13,연애 빠진 로맨스,CGV,1048,Monday,20.9
2021-12-13,연애 빠진 로맨스,롯데시네마,714,Monday,22.0
2021-12-13,연애 빠진 로맨스,메가박스,405,Monday,18.5
2021-12-13,연애 빠진 로맨스,씨네Q,22,Monday,21.8
2021-12-13,돈 룩 업,CGV,671,Monday,13.4
2021-12-13,돈 룩 업,롯데시네마,358,Monday,11.0
2021-12-13,돈 룩 업,메가박스,249,Monday,11.4
2021-12-13,돈 룩 업,씨네Q,8,Monday,7.9
2021-12-13,엔칸토: 마법의 세계,CGV,496,Monday,9.9
2021-12-13,엔칸토: 마법의 세계,롯데시네마,447,Monday,13.8
2021-12-13,엔칸토: 마법의 세계,메가박스,209,Monday,9.6
2021-12-13,엔칸토: 마법의 세계,씨네Q,5,Monday,5.0
2021-12-13,듄,CGV,255,Monday,5.1
2021-12-13,듄,롯데시네마,155,Monday,4.8
2021-12-13,듄,메가박스,118,Monday,5.4
2021-12-13,듄,씨네Q,2,Monday,2.0
2021-12-14,유체이탈자,CGV,1051,Tuesday,20.4
2021-12-14,유체이탈자,롯데시네마,743,Tuesday,23.0
2021-12-14,유체이탈자,메가박스,437,Tuesday,19.8
2021-12-14,유체이탈자,씨네Q,26,Tuesday,24.5
2021-12-14,연애 빠진 로맨스,CGV,1011,Tuesday,19.7
2021-12-14,연애 빠진 로맨스,롯데시네마,682,Tuesday,21.1
2021-12-14,연애 빠진 로맨스,메가박스,381,Tuesday,17.2
2021-12-14,연애 빠진 로맨스,씨네Q,23,Tuesday,21.7
2021-12-14,돈 룩 업,CGV,697,Tuesday,13.5
2021-12-14,돈 룩 업,롯데시네마,356,Tuesday,11.0
2021-12-14,돈 룩 업,메가박스,250,Tuesday,11.3
2021-12-14,돈 룩 업,씨네Q,10,Tuesday,9.4
2021-12-14,엔칸토: 마법의 세계,CGV,570,Tuesday,11.1
2021-12-14,엔칸토: 마법의 세계,롯데시네마,468,Tuesday,14.5
2021-12-14,엔칸토: 마법의 세계,메가박스,214,Tuesday,9.7
2021-12-14,엔칸토: 마법의 세계,씨네Q,10,Tuesday,9.4
2021-12-14,듄,CGV,276,Tuesday,5.4
2021-12-14,듄,롯데시네마,162,Tuesday,5.0
2021-12-14,듄,메가박스,145,Tuesday,6.6
2021-12-14,듄,씨네Q,2,Tuesday,1.9
2021-12-15,스파이더맨: 노 웨이 홈,CGV,5312,Wednesday,81.5
2021-12-15,스파이더맨: 노 웨이 홈,롯데시네마,3783,Wednesday,82.5
2021-12-15,스파이더맨: 노 웨이 홈,메가박스,2985,Wednesday,81.8
2021-12-15,스파이더맨: 노 웨이 홈,씨네Q,134,Wednesday,79.3
2021-12-15,연애 빠진 로맨스,CGV,350,Wednesday,5.4
2021-12-15,연애 빠진 로맨스,롯데시네마,223,Wednesday,4.9
2021-12-15,연애 빠진 로맨스,메가박스,143,Wednesday,3.9
2021-12-15,연애 빠진 로맨스,씨네Q,7,Wednesday,4.1
2021-12-15,유체이탈자,CGV,309,Wednesday,4.7
2021-12-15,유체이탈자,롯데시네마,194,Wednesday,4.2
2021-12-15,유체이탈자,메가박스,147,Wednesday,4.0
2021-12-15,유체이탈자,씨네Q,12,Wednesday,7.1
2021-12-15,엔칸토: 마법의 세계,CGV,140,Wednesday,2.1
2021-12-15,엔칸토: 마법의 세계,롯데시네마,148,Wednesday,3.2
2021-12-15,엔칸토: 마법의 세계,메가박스,80,Wednesday,2.2
2021-12-15,엔칸토: 마법의 세계,씨네Q,4,Wednesday,2.4
2021-12-15,돈 룩 업,CGV,157,Wednesday,2.4
2021-12-15,돈 룩 업,롯데시네마,40,Wednesday,0.9
2021-12-15,돈 룩 업,메가박스,42,Wednesday,1.2
2021-12-15,돈 룩 업,씨네Q,2,Wednesday,1.2
2021-12-16,스파이더맨: 노 웨이 홈,CGV,5156,Thursday,80.5
2021-12-16,스파이더맨: 노 웨이 홈,롯데시네마,3681,Thursday,81.3
2021-12-16,스파이더맨: 노 웨이 홈,메가박스,2894,Thursday,81.3
2021-12-16,스파이더맨: 노 웨이 홈,씨네Q,132,Thursday,69.1
2021-12-16,연애 빠진 로맨스,CGV,374,Thursday,5.8
2021-12-16,연애 빠진 로맨스,롯데시네마,240,Thursday,5.3
2021-12-16,연애 빠진 로맨스,메가박스,163,Thursday,4.6
2021-12-16,연애 빠진 로맨스,씨네Q,12,Thursday,6.3
2021-12-16,유체이탈자,CGV,280,Thursday,4.4
2021-12-16,유체이탈자,롯데시네마,235,Thursday,5.2
2021-12-16,유체이탈자,메가박스,161,Thursday,4.5
2021-12-16,유체이탈자,씨네Q,11,Thursday,5.8
2021-12-16,엔칸토: 마법의 세계,CGV,149,Thursday,2.3
2021-12-16,엔칸토: 마법의 세계,롯데시네마,158,Thursday,3.5
2021-12-16,엔칸토: 마법의 세계,메가박스,91,Thursday,2.6
2021-12-16,엔칸토: 마법의 세계,씨네Q,4,Thursday,2.1
2021-12-16,돈 룩 업,CGV,178,Thursday,2.8
2021-12-16,돈 룩 업,롯데시네마,44,Thursday,1.0
2021-12-16,돈 룩 업,메가박스,38,Thursday,1.1
2021-12-16,돈 룩 업,씨네Q,2,Thursday,1.0
2021-12-17,스파이더맨: 노 웨이 홈,CGV,4556,Friday,79.0
2021-12-17,스파이더맨: 노 웨이 홈,롯데시네마,3232,Friday,78.4
2021-12-17,스파이더맨: 노 웨이 홈,메가박스,2605,Friday,79.6
2021-12-17,스파이더맨: 노 웨이 홈,씨네Q,137,Friday,74.5
2021-12-17,연애 빠진 로맨스,CGV,348,Friday,6.0
2021-12-17,연애 빠진 로맨스,롯데시네마,260,Friday,6.3
2021-12-17,연애 빠진 로맨스,메가박스,168,Friday,5.1
2021-12-17,연애 빠진 로맨스,씨네Q,9,Friday,4.9
2021-12-17,유체이탈자,CGV,305,Friday,5.3
2021-12-17,유체이탈자,롯데시네마,234,Friday,5.7
2021-12-17,유체이탈자,메가박스,153,Friday,4.7
2021-12-17,유체이탈자,씨네Q,15,Friday,8.2
2021-12-17,엔칸토: 마법의 세계,CGV,161,Friday,2.8
2021-12-17,엔칸토: 마법의 세계,롯데시네마,169,Friday,4.1
2021-12-17,엔칸토: 마법의 세계,메가박스,96,Friday,2.9
2021-12-17,엔칸토: 마법의 세계,씨네Q,6,Friday,3.3
2021-12-17,돈 룩 업,CGV,150,Friday,2.6
2021-12-17,돈 룩 업,롯데시네마,44,Friday,1.1
2021-12-17,돈 룩 업,메가박스,38,Friday,1.2
2021-12-17,돈 룩 업,씨네Q,0,Friday,0.0
2021-12-18,스파이더맨: 노 웨이 홈,CGV,4260,Saturday,80.1
2021-12-18,스파이더맨: 노 웨이 홈,롯데시네마,3139,Saturday,80.3
2021-12-18,스파이더맨: 노 웨이 홈,메가박스,2400,Saturday,77.3
2021-12-18,스파이더맨: 노 웨이 홈,씨네Q,134,Saturday,76.1
2021-12-18,연애 빠진 로맨스,CGV,268,Saturday,5.0
2021-12-18,연애 빠진 로맨스,롯데시네마,208,Saturday,5.3
2021-12-18,연애 빠진 로맨스,메가박스,166,Saturday,5.3
2021-12-18,연애 빠진 로맨스,씨네Q,13,Saturday,7.4
2021-12-18,엔칸토: 마법의 세계,CGV,238,Saturday,4.5
2021-12-18,엔칸토: 마법의 세계,롯데시네마,191,Saturday,4.9
2021-12-18,엔칸토: 마법의 세계,메가박스,132,Saturday,4.3
2021-12-18,엔칸토: 마법의 세계,씨네Q,5,Saturday,2.8
2021-12-18,유체이탈자,CGV,186,Saturday,3.5
2021-12-18,유체이탈자,롯데시네마,175,Saturday,4.5
2021-12-18,유체이탈자,메가박스,143,Saturday,4.6
2021-12-18,유체이탈자,씨네Q,14,Saturday,8.0
2021-12-18,돈 룩 업,CGV,90,Saturday,1.7
2021-12-18,돈 룩 업,롯데시네마,24,Saturday,0.6
2021-12-18,돈 룩 업,메가박스,31,Saturday,1.0
2021-12-18,돈 룩 업,씨네Q,0,Saturday,0.0
2021-12-19,스파이더맨: 노 웨이 홈,CGV,4293,Sunday,80.5
2021-12-19,스파이더맨: 노 웨이 홈,롯데시네마,3161,Sunday,80.0
2021-12-19,스파이더맨: 노 웨이 홈,메가박스,2434,Sunday,77.2
2021-12-19,스파이더맨: 노 웨이 홈,씨네Q,136,Sunday,75.6
2021-12-19,연애 빠진 로맨스,CGV,275,Sunday,5.2
2021-12-19,연애 빠진 로맨스,롯데시네마,214,Sunday,5.4
2021-12-19,연애 빠진 로맨스,메가박스,159,Sunday,5.0
2021-12-19,연애 빠진 로맨스,씨네Q,13,Sunday,7.2
2021-12-19,엔칸토: 마법의 세계,CGV,236,Sunday,4.4
2021-12-19,엔칸토: 마법의 세계,롯데시네마,199,Sunday,5.0
2021-12-19,엔칸토: 마법의 세계,메가박스,126,Sunday,4.0
2021-12-19,엔칸토: 마법의 세계,씨네Q,6,Sunday,3.3
2021-12-19,유체이탈자,CGV,189,Sunday,3.5
2021-12-19,유체이탈자,롯데시네마,170,Sunday,4.3
2021-12-19,유체이탈자,메가박스,154,Sunday,4.9
2021-12-19,유체이탈자,씨네Q,14,Sunday,7.8
2021-12-19,라라와 크리스마스 요정,CGV,35,Sunday,0.7
2021-12-19,라라와 크리스마스 요정,롯데시네마,48,Sunday,1.2
2021-12-19,라라와 크리스마스 요정,메가박스,65,Sunday,2.1
2021-12-19,라라와 크리스마스 요정,씨네Q,6,Sunday,3.3
2021-12-20,스파이더맨: 노 웨이 홈,CGV,4039,Monday,80.0
2021-12-20,스파이더맨: 노 웨이 홈,롯데시네마,2938,Monday,81.7
2021-12-20,스파이더맨: 노 웨이 홈,메가박스,2243,Monday,80.1
2021-12-20,스파이더맨: 노 웨이 홈,씨네Q,100,Monday,74.1
2021-12-20,연애 빠진 로맨스,CGV,296,Monday,5.9
2021-12-20,연애 빠진 로맨스,롯데시네마,214,Monday,5.9
2021-12-20,연애 빠진 로맨스,메가박스,142,Monday,5.1
2021-12-20,연애 빠진 로맨스,씨네Q,11,Monday,8.1
2021-12-20,유체이탈자,CGV,204,Monday,4.0
2021-12-20,유체이탈자,롯데시네마,144,Monday,4.0
2021-12-20,유체이탈자,메가박스,123,Monday,4.4
2021-12-20,유체이탈자,씨네Q,8,Monday,5.9
2021-12-20,엔칸토: 마법의 세계,CGV,139,Monday,2.8
2021-12-20,엔칸토: 마법의 세계,롯데시네마,135,Monday,3.8
2021-12-20,엔칸토: 마법의 세계,메가박스,89,Monday,3.2
2021-12-20,엔칸토: 마법의 세계,씨네Q,3,Monday,2.2
2021-12-20,돈 룩 업,CGV,97,Monday,1.9
2021-12-20,돈 룩 업,롯데시네마,36,Monday,1.0
2021-12-20,돈 룩 업,메가박스,29,Monday,1.0
2021-12-20,돈 룩 업,씨네Q,0,Monday,0.0
2021-12-21,스파이더맨: 노 웨이 홈,CGV,4007,Tuesday,78.9
2021-12-21,스파이더맨: 노 웨이 홈,롯데시네마,2922,Tuesday,79.9
2021-12-21,스파이더맨: 노 웨이 홈,메가박스,2205,Tuesday,78.4
2021-12-21,스파이더맨: 노 웨이 홈,씨네Q,90,Tuesday,70.9
2021-12-21,연애 빠진 로맨스,CGV,310,Tuesday,6.1
2021-12-21,연애 빠진 로맨스,롯데시네마,233,Tuesday,6.4
2021-12-21,연애 빠진 로맨스,메가박스,154,Tuesday,5.5
2021-12-21,연애 빠진 로맨스,씨네Q,9,Tuesday,7.1
2021-12-21,유체이탈자,CGV,203,Tuesday,4.0
2021-12-21,유체이탈자,롯데시네마,160,Tuesday,4.4
2021-12-21,유체이탈자,메가박스,118,Tuesday,4.2
2021-12-21,유체이탈자,씨네Q,6,Tuesday,4.7
2021-12-21,엔칸토: 마법의 세계,CGV,142,Tuesday,2.8
2021-12-21,엔칸토: 마법의 세계,롯데시네마,142,Tuesday,3.9
2021-12-21,엔칸토: 마법의 세계,메가박스,87,Tuesday,3.1
2021-12-21,엔칸토: 마법의 세계,씨네Q,4,Tuesday,3.1
2021-12-21,돈 룩 업,CGV,112,Tuesday,2.2
2021-12-21,돈 룩 업,롯데시네마,42,Tuesday,1.1
2021-12-21,돈 룩 업,메가박스,35,Tuesday,1.2
2021-12-21,돈 룩 업,씨네Q,0,Tuesday,0.0
2021-12-22,스파이더맨: 노 웨이 홈,CGV,2577,Wednesday,48.7
2021-12-22,스파이더맨: 노 웨이 홈,롯데시네마,1822,Wednesday,47.5
2021-12-22,스파이더맨: 노 웨이 홈,메가박스,1489,Wednesday,49.8
2021-12-22,스파이더맨: 노 웨이 홈,씨네Q,77,Wednesday,49.7
2021-12-22,킹스맨: 퍼스트 에이전트,CGV,1198,Wednesday,22.6
2021-12-22,킹스맨: 퍼스트 에이전트,롯데시네마,921,Wednesday,24.0
2021-12-22,킹스맨: 퍼스트 에이전트,메가박스,721,Wednesday,24.1
2021-12-22,킹스맨: 퍼스트 에이전트,씨네Q,33,Wednesday,21.3
2021-12-22,매트릭스: 리저렉션,CGV,1101,Wednesday,20.8
2021-12-22,매트릭스: 리저렉션,롯데시네마,765,Wednesday,19.9
2021-12-22,매트릭스: 리저렉션,메가박스,546,Wednesday,18.3
2021-12-22,매트릭스: 리저렉션,씨네Q,28,Wednesday,18.1
2021-12-22,연애 빠진 로맨스,CGV,84,Wednesday,1.6
2021-12-22,연애 빠진 로맨스,롯데시네마,100,Wednesday,2.6
2021-12-22,연애 빠진 로맨스,메가박스,42,Wednesday,1.4
2021-12-22,연애 빠진 로맨스,씨네Q,5,Wednesday,3.2
2021-12-22,신데렐라 2: 마법에 걸린 왕자,CGV,64,Wednesday,1.2
2021-12-22,신데렐라 2: 마법에 걸린 왕자,롯데시네마,42,Wednesday,1.1
2021-12-22,신데렐라 2: 마법에 걸린 왕자,메가박스,40,Wednesday,1.3
2021-12-22,신데렐라 2: 마법에 걸린 왕자,씨네Q,1,Wednesday,0.6
2021-12-23,스파이더맨: 노 웨이 홈,CGV,2602,Thursday,49.0
2021-12-23,스파이더맨: 노 웨이 홈,롯데시네마,1855,Thursday,48.6
2021-12-23,스파이더맨: 노 웨이 홈,메가박스,1546,Thursday,50.7
2021-12-23,스파이더맨: 노 웨이 홈,씨네Q,78,Thursday,51.7
2021-12-23,킹스맨: 퍼스트 에이전트,CGV,1247,Thursday,23.5
2021-12-23,킹스맨: 퍼스트 에이전트,롯데시네마,938,Thursday,24.6
2021-12-23,킹스맨: 퍼스트 에이전트,메가박스,755,Thursday,24.7
2021-12-23,킹스맨: 퍼스트 에이전트,씨네Q,34,Thursday,22.5
2021-12-23,매트릭스: 리저렉션,CGV,1027,Thursday,19.3
2021-12-23,매트릭스: 리저렉션,롯데시네마,681,Thursday,17.8
2021-12-23,매트릭스: 리저렉션,메가박스,464,Thursday,15.2
2021-12-23,매트릭스: 리저렉션,씨네Q,28,Thursday,18.5
2021-12-23,연애 빠진 로맨스,CGV,70,Thursday,1.3
2021-12-23,연애 빠진 로맨스,롯데시네마,82,Thursday,2.1
2021-12-23,연애 빠진 로맨스,메가박스,49,Thursday,1.6
2021-12-23,연애 빠진 로맨스,씨네Q,2,Thursday,1.3
2021-12-23,신데렐라 2: 마법에 걸린 왕자,CGV,60,Thursday,1.1
2021-12-23,신데렐라 2: 마법에 걸린 왕자,롯데시네마,56,Thursday,1.5
2021-12-23,신데렐라 2: 마법에 걸린 왕자,메가박스,40,Thursday,1.3
2021-12-23,신데렐라 2: 마법에 걸린 왕자,씨네Q,1,Thursday,0.7
2021-12-24,스파이더맨: 노 웨이 홈,CGV,3027,Friday,55.3
2021-12-24,스파이더맨: 노 웨이 홈,롯데시네마,2027,Friday,51.4
2021-12-24,스파이더맨: 노 웨이 홈,메가박스,1711,Friday,54.5
2021-12-24,스파이더맨: 노 웨이 홈,씨네Q,84,Friday,51.5
2021-12-24,킹스맨: 퍼스트 에이전트,CGV,1128,Friday,20.6
2021-12-24,킹스맨: 퍼스트 에이전트,롯데시네마,911,Friday,23.1
2021-12-24,킹스맨: 퍼스트 에이전트,메가박스,730,Friday,23.2
2021-12-24,킹스맨: 퍼스트 에이전트,씨네Q,35,Friday,21.5
2021-12-24,매트릭스: 리저렉션,CGV,887,Friday,16.2
2021-12-24,매트릭스: 리저렉션,롯데시네마,620,Friday,15.7
2021-12-24,매트릭스: 리저렉션,메가박스,412,Friday,13.1
2021-12-24,매트릭스: 리저렉션,씨네Q,28,Friday,17.2
2021-12-24,연애 빠진 로맨스,CGV,74,Friday,1.4
2021-12-24,연애 빠진 로맨스,롯데시네마,97,Friday,2.5
2021-12-24,연애 빠진 로맨스,메가박스,63,Friday,2.0
2021-12-24,연애 빠진 로맨스,씨네Q,5,Friday,3.1
2021-12-24,신데렐라 2: 마법에 걸린 왕자,CGV,77,Friday,1.4
2021-12-24,신데렐라 2: 마법에 걸린 왕자,롯데시네마,82,Friday,2.1
2021-12-24,신데렐라 2: 마법에 걸린 왕자,메가박스,60,Friday,1.9
2021-12-24,신데렐라 2: 마법에 걸린 왕자,씨네Q,0,Friday,0.0
2021-12-25,스파이더맨: 노 웨이 홈,CGV,3337,Saturday,57.4
2021-12-25,스파이더맨: 노 웨이 홈,롯데시네마,2367,Saturday,55.8
2021-12-25,스파이더맨: 노 웨이 홈,메가박스,1951,Saturday,57.8
2021-12-25,스파이더맨: 노 웨이 홈,씨네Q,95,Saturday,50.5
2021-12-25,킹스맨: 퍼스트 에이전트,CGV,1070,Saturday,18.4
2021-12-25,킹스맨: 퍼스트 에이전트,롯데시네마,805,Saturday,19.0
2021-12-25,킹스맨: 퍼스트 에이전트,메가박스,686,Saturday,20.3
2021-12-25,킹스맨: 퍼스트 에이전트,씨네Q,35,Saturday,18.6
2021-12-25,매트릭스: 리저렉션,CGV,803,Saturday,13.8
2021-12-25,매트릭스: 리저렉션,롯데시네마,497,Saturday,11.7
2021-12-25,매트릭스: 리저렉션,메가박스,356,Saturday,10.6
2021-12-25,매트릭스: 리저렉션,씨네Q,30,Saturday,16.0
2021-12-25,신데렐라 2: 마법에 걸린 왕자,CGV,154,Saturday,2.6
2021-12-25,신데렐라 2: 마법에 걸린 왕자,롯데시네마,170,Saturday,4.0
2021-12-25,신데렐라 2: 마법에 걸린 왕자,메가박스,118,Saturday,3.5
2021-12-25,신데렐라 2: 마법에 걸린 왕자,씨네Q,6,Saturday,3.2
2021-12-25,엔칸토: 마법의 세계,CGV,169,Saturday,2.9
